,0
Start,2023-07-21 09:00:00
End,2023-07-29 19:00:00
Duration,8 days 10:00:00
Exposure Time [%],93.75
Equity Final [$],8797.551999999996
Equity Peak [$],10000.0
Return [%],-12.02448000000004
Buy & Hold Return [%],-3.825136612021858
Return (Ann.) [%],-98.1481493634063
Volatility (Ann.) [%],1.1914334044955897
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-14.401200000000047
Avg. Drawdown [%],-14.401200000000047
Max. Drawdown Duration,7 days 21:45:00
Avg. Drawdown Duration,7 days 21:45:00
# Trades,40
ticker,RANK-2-KRW-PUNDIX
explain,# Explain RANK-2-KRW-PUNDIX 
