,0
Start,2023-05-23 21:00:00
End,2023-07-29 09:00:00
Duration,66 days 12:00:00
Exposure Time [%],88.25
Equity Final [$],12305.010000000004
Equity Peak [$],12405.690000000004
Return [%],23.050100000000036
Buy & Hold Return [%],-14.578833693304535
Return (Ann.) [%],204.4585863749731
Volatility (Ann.) [%],167.9185221931084
Sharpe Ratio,1.2176059180644954
Sortino Ratio,9.626119447888088
Calmar Ratio,17.34942058062465
Max. Drawdown [%],-11.784750126082411
Avg. Drawdown [%],-4.509587844115208
Max. Drawdown Duration,19 days 16:00:00
Avg. Drawdown Duration,5 days 19:00:00
# Trades,20
ticker,RANK-5-KRW-AXS
explain,# Explain RANK-5-KRW-AXS 
