,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
1445,377330,KR7377330006,이지트로닉스,KOSDAQ,기술성장기업부,13100,1,200,1.55,13100,13500,13000,81444,1078410500,106102847400,8099454,KSQ
1446,025820,KR7025820002,이구산업,KOSPI,,3170,1,75,2.42,3140,3205,3135,460053,1457339035,106011140000,33442000,STK
1447,017040,KR7017040007,광명전기,KOSPI,,2445,3,0,0.0,2470,2475,2440,185247,454506200,105960468675,43337615,STK
1448,290520,KR7290520006,신도기연,KOSDAQ,우량기업부,6650,1,690,11.58,6140,6920,6130,7445458,49721944030,105930257300,15929362,KSQ
1449,002360,KR7002360006,SH에너지화학,KOSPI,,953,3,0,0.0,966,966,949,1294151,1240354320,105910444690,111133730,STK
1450,002140,KR7002140002,고려산업,KOSPI,,4245,1,15,0.35,4245,4270,4230,151789,645239300,105867859125,24939425,STK
1451,141000,KR7141000000,비아트론,KOSDAQ,우량기업부,8730,1,40,0.46,8700,8750,8650,24226,210836280,105761418300,12114710,KSQ
1452,003350,KR7003350006,한국화장품제조,KOSPI,,23300,1,900,4.02,22850,24600,22350,430873,10172266250,105595600000,4532000,STK
1453,419120,KR7419120001,산돌,KOSDAQ,중견기업부,13750,1,100,0.73,13900,13950,13600,77551,1066330200,105487607500,7671826,KSQ
1454,066590,KR7066590001,우수AMS,KOSDAQ,중견기업부,2875,1,25,0.88,2850,2910,2850,89150,256030770,105295509375,36624525,KSQ
1455,078890,KR7078890001,가온미디어,KOSDAQ,우량기업부,6440,1,70,1.1,6520,6590,6400,108096,700396400,105183772960,16332884,KSQ
1456,093230,KR7093230001,이아이디,KOSPI,,1030,1,15,1.48,1020,1040,1020,194570,200123940,104919950900,101864030,STK
1457,081150,KR7081150005,티플랙스,KOSDAQ,우량기업부,4305,2,-5,-0.12,4345,4355,4290,299718,1293336735,104475470610,24268402,KSQ
1458,288980,KR7288980006,모아데이타,KOSDAQ,기술성장기업부,3185,2,-20,-0.62,3220,3420,3155,14851752,48625720295,104422237920,32785632,KSQ
1459,105550,KR7105550008,트루윈,KOSDAQ,중견기업부,2355,2,-5,-0.21,2420,2420,2350,69208,163680165,104402971560,44332472,KSQ
1460,012860,KR7012860003,모베이스전자,KOSDAQ,중견기업부,1425,1,20,1.42,1415,1450,1415,100075,143311640,104357676225,73233457,KSQ
1461,011690,KR7011690005,와이투솔루션,KOSPI,,654,2,-26,-3.82,698,700,653,1435255,955979317,104140106598,159235637,STK
1462,036670,KR7036670008,KCI,KOSDAQ,우량기업부,9230,2,-30,-0.32,9260,9280,9210,24780,228875250,104022100000,11270000,KSQ
1463,214610,KR7214610008,미코바이오메드,KOSDAQ,기술성장기업부,5680,3,0,0.0,5750,5800,5670,131171,749906400,103990013680,18308101,KSQ
1464,029480,KR7029480001,광무,KOSDAQ,관리종목(소속부없음),3165,2,-135,-4.09,3375,3380,3135,273995,877984315,103961603220,32847268,KSQ
1465,264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,12250,1,50,0.41,12200,12300,12150,4804,58701950,103960139500,8486542,KSQ
1466,051490,KR7051490001,나라엠앤디,KOSDAQ,중견기업부,7320,2,-70,-0.95,7470,7470,7300,148294,1089241620,103944000000,14200000,KSQ
1467,192250,KR7192250009,케이사인,KOSDAQ,벤처기업부,1470,1,20,1.38,1465,1485,1465,263872,388893790,103886747790,70671257,KSQ
1468,096040,KR7096040001,이트론,KOSDAQ,중견기업부,162,1,1,0.62,161,164,160,3592693,580135316,103863269790,641131295,KSQ
1469,099430,KR7099430001,바이오플러스,KOSDAQ,벤처기업부,7170,1,70,0.99,7190,7250,7090,161078,1151585500,103841073720,14482716,KSQ
1470,072470,KR7072470008,우리산업홀딩스,KOSDAQ,중견기업부,5480,1,270,5.18,5330,5480,5220,566998,3035257030,103502628680,18887341,KSQ
1471,005800,KR7005800008,신영와코루,KOSPI,,11500,2,-100,-0.86,11650,11650,11450,9789,112406750,103500000000,9000000,STK
1472,039290,KR7039290002,인포뱅크,KOSDAQ,우량기업부,11900,1,200,1.71,11950,12100,11800,62813,749066300,103458338200,8693978,KSQ
1473,092440,KR7092440007,기신정기,KOSPI,,3530,1,5,0.14,3525,3550,3515,26037,91829925,103076000000,29200000,STK
1474,042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,10200,1,150,1.49,10300,10300,10050,6525,66249550,103050406200,10102981,KSQ
1475,03473K,KR703473K016,SK우,KOSPI,,182000,2,-500,-0.27,183000,186500,181500,1463,269156500,103036570000,566135,STK
1476,330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,7810,1,200,2.63,7650,7900,7650,38852,302460630,103035596180,13192778,KSQ
1477,155660,KR7155660004,DSR,KOSPI,,6420,1,50,0.78,6400,6440,6310,75307,480921470,102720000000,16000000,STK
1478,318010,KR7318010006,팜스빌,KOSDAQ,중견기업부,12950,1,50,0.39,12950,13050,12600,17768,227489600,102684927100,7929338,KSQ
1479,102280,KR7102280005,쌍방울,KOSPI,,391,1,8,2.09,386,395,385,1597275,620813785,102673522439,262592129,STK
1480,208640,KR7208640003,썸에이지,KOSDAQ,중견기업부,736,1,14,1.94,729,745,722,313154,229788992,102480826944,139240254,KSQ
1481,019990,KR7019990001,에너토크,KOSDAQ,중견기업부,10500,1,350,3.45,10300,10500,9990,521547,5353891990,102438924000,9756088,KSQ
1482,131030,KR7131030009,옵투스제약,KOSDAQ,우량기업부,6330,1,40,0.64,6300,6450,6270,112686,715670880,102249515460,16153162,KSQ
1483,049430,KR7049430002,코메론,KOSDAQ,우량기업부,11300,1,500,4.63,10950,11400,10850,116599,1303550550,102242400000,9048000,KSQ
1484,009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,16050,1,100,0.63,16000,16100,15900,12733,203416450,102238500000,6370000,KSQ
1485,241690,KR7241690007,유니테크노,KOSDAQ,우량기업부,4080,1,45,1.12,4080,4140,4075,83376,341640480,102047185200,25011565,KSQ
1486,089530,KR7089530000,에이티세미콘,KOSDAQ,중견기업부,1410,1,10,0.71,1385,1420,1360,1137369,1587075780,101912548230,72278403,KSQ
1487,009780,KR7009780008,엠에스씨,KOSDAQ,우량기업부,5790,1,10,0.17,5830,5850,5790,14069,81802020,101904000000,17600000,KSQ
1488,089850,KR7089850002,유비벨록스,KOSDAQ,우량기업부,14300,1,250,1.78,14400,14450,14150,21120,301514800,101754467100,7115697,KSQ
1489,425420,KR7425420007,티에프이,KOSDAQ,벤처기업부,8930,1,430,5.06,8900,9300,8780,802899,7284514980,101632330000,11381000,KSQ
1490,163560,KR7163560006,동일고무벨트,KOSPI,,7310,1,20,0.27,7370,7370,7200,19411,141273520,101609000000,13900000,STK
1491,043220,KR7043220003,티에스넥스젠,KOSDAQ,중견기업부,941,1,7,0.75,953,953,936,102497,96802385,101535574039,107901779,KSQ
1492,104620,KR7104620000,노랑풍선,KOSDAQ,관리종목(소속부없음),6440,1,180,2.88,6350,6480,6280,53305,341753350,101411298240,15747096,KSQ
1493,137080,KR7137080008,나래나노텍,KOSDAQ,중견기업부,9160,1,120,1.33,9180,9200,9040,311916,2844656930,101304305520,11059422,KSQ
1494,380440,KR7380440008,엔에이치스팩19호,KOSPI,,1975,3,0,0.0,1965,1980,1960,115491,227238850,101297750000,51290000,STK
1495,314140,KR7314140005,알피바이오,KOSDAQ,중견기업부,12400,1,50,0.4,12500,12650,12300,140698,1756130600,101290106800,8168557,KSQ
1496,018700,KR7018700005,바른손,KOSDAQ,중견기업부,2880,1,125,4.54,2755,3055,2735,1832652,5389643450,101144900160,35119757,KSQ
1497,005740,KR7005740006,크라운해태홀딩스,KOSPI,,6810,2,-10,-0.15,6850,6950,6750,32896,225152920,101110433070,14847347,STK
1498,065710,KR7065710006,서호전기,KOSDAQ,우량기업부,19600,1,50,0.26,19600,19700,19400,11721,229108200,100940000000,5150000,KSQ
1499,035000,KR7035000009,지투알,KOSPI,,6090,2,-20,-0.33,6140,6180,6050,25235,154371310,100895520810,16567409,STK
1500,024950,KR7024950008,삼천리자전거,KOSDAQ,우량기업부,7600,1,50,0.66,7600,7680,7450,226949,1722224040,100879185200,13273577,KSQ
1501,290090,KR7290090000,트윔,KOSDAQ,벤처기업부,13700,1,50,0.37,13700,13950,13700,6039,83237750,100796708800,7357424,KSQ
1502,234100,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,2085,1,15,0.72,2115,2130,2085,201927,424803765,100083721725,48001785,KSQ
1503,251630,KR7251630000,브이원텍,KOSDAQ,벤처기업부,6600,1,80,1.23,6440,6610,6440,19103,125426330,100073028000,15162580,KSQ
1504,092300,KR7092300003,현우산업,KOSDAQ,중견기업부,5350,1,40,0.75,5310,5460,5250,1430938,7673885650,99899565600,18672816,KSQ
1505,900250,KYG2115T1076,크리스탈신소재,KOSDAQ,외국기업(소속부없음),1040,2,-15,-1.42,1075,1075,1025,1839262,1922400035,99726680560,95891039,KSQ
1506,227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,10950,3,0,0.0,11050,11100,10950,22210,244089400,99654154200,9100836,STK
1507,327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,12150,2,-50,-0.41,12450,12700,12050,43328,534178300,99602018550,8197697,KSQ
1508,307930,KR7307930008,컴퍼니케이,KOSDAQ,벤처기업부,6380,1,50,0.79,6460,6570,6310,209262,1338753440,99591800000,15610000,KSQ
1509,019590,KR7019590009,엠벤처투자,KOSDAQ,벤처기업부,1175,2,-5,-0.42,1190,1195,1170,260027,306752315,99474147575,84658849,KSQ
1510,058850,KR7058850009,KTcs,KOSPI,,2330,1,10,0.43,2340,2340,2310,73923,171708410,99456050000,42685000,STK
1511,011150,KR7011150000,CJ씨푸드,KOSPI,,2765,1,10,0.36,2770,2785,2755,44816,124074675,99348587345,35930773,STK
1512,272110,KR7272110008,케이엔제이,KOSDAQ,벤처기업부,12500,2,-100,-0.79,12900,12900,12450,22483,283441050,99317437500,7945395,KSQ
1513,013870,KR7013870001,지엠비코리아,KOSPI,,5200,1,50,0.97,5210,5250,5150,58602,304422920,99175856000,19072280,STK
1514,303530,KR7303530000,이노뎁,KOSDAQ,벤처기업부,13500,3,0,0.0,13900,14200,13500,251234,3478017450,99080536500,7339299,KSQ
1515,260930,KR7260930003,씨티케이,KOSDAQ,중견기업부,5120,2,-10,-0.19,5200,5230,5090,61500,306436462,99028945920,19341591,KSQ
1516,092870,KR7092870005,엑시콘,KOSDAQ,우량기업부,9450,1,130,1.39,9440,9510,9310,11861,111585900,98999400150,10476127,KSQ
1517,020710,KR7020710000,시공테크,KOSDAQ,우량기업부,4935,1,50,1.02,4860,4995,4840,89118,438476580,98936731950,20047970,KSQ
1518,101170,KR7101170009,우림피티에스,KOSDAQ,벤처기업부,7320,2,-70,-0.95,7420,7450,7320,222053,1637774580,98820000000,13500000,KSQ
1519,016880,KR7016880007,웅진,KOSPI,,1235,1,15,1.23,1225,1245,1220,304878,375441000,98709943800,79927080,STK
1520,082210,KR7082210006,옵트론텍,KOSDAQ,중견기업부,4030,1,45,1.13,4015,4045,3990,60683,244097520,98670298350,24483945,KSQ
1521,092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,5600,1,50,0.9,5640,5660,5500,59393,331760960,98657815200,17617467,KSQ
1522,041460,KR7041460007,한국전자인증,KOSDAQ,중견기업부,5190,1,70,1.37,5210,5240,5160,174977,909951250,98610000000,19000000,KSQ
1523,276730,KR7276730009,제주맥주,KOSDAQ,기술성장기업부,1720,1,20,1.18,1700,1730,1695,827174,1420642600,98343874120,57176671,KSQ
1524,035610,KR7035610005,솔본,KOSDAQ,중견기업부,3595,1,30,0.84,3595,3635,3560,54586,195880485,98308859215,27345997,KSQ
1525,069640,KR7069640001,한세엠케이,KOSPI,,3265,1,265,8.83,3030,3890,2985,361202,1257659360,98297729030,30106502,STK
1526,196490,KR7196490007,디에이테크놀로지,KOSDAQ,투자주의환기종목(소속부없음),3935,1,20,0.51,3965,4150,3900,245482,973060860,98233725630,24964098,KSQ
1527,025440,KR7025440009,대성엘텍,KOSDAQ,중견기업부,688,1,6,0.88,699,699,682,99338,68249718,98040000000,142500000,KSQ
1528,123570,KR7123570004,이엠넷,KOSDAQ,중견기업부,4400,1,65,1.5,4390,4430,4355,49407,217050375,98014743200,22276078,KSQ
1529,164060,KR7164060006,이루다,KOSDAQ,벤처기업부,5600,1,70,1.27,5630,5710,5500,205567,1149001260,97950020000,17491075,KSQ
1530,347000,KR7347000002,센코,KOSDAQ,기술성장기업부,11850,2,-50,-0.42,12050,12050,11800,6596,78225550,97777241400,8251244,KSQ
1531,075180,KR7075180000,새론오토모티브,KOSPI,,5080,3,0,0.0,5080,5120,5050,5254,26687600,97536000000,19200000,STK
1532,357430,KR7357430008,마스턴프리미어리츠,KOSPI,,3665,1,15,0.41,3630,3730,3600,200168,729026310,97415700000,26580000,STK
1533,097780,KR7097780001,에스맥,KOSDAQ,중견기업부,1715,1,85,5.21,1645,1715,1635,217756,365136940,97247445750,56704050,KSQ
1534,032850,KR7032850000,비트컴퓨터,KOSDAQ,벤처기업부,5850,1,60,1.04,5870,5950,5830,29251,171388860,97246264050,16623293,KSQ
1535,052790,KR7052790003,액토즈소프트,KOSDAQ,중견기업부,8570,1,250,3.0,8450,8600,8400,86562,738547020,97103567660,11330638,KSQ
1536,950110,KR8392070007,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),4035,1,50,1.25,3985,4080,3975,6037,24122345,97051998900,24052540,KSQ
1537,066670,KR7066670001,디스플레이텍,KOSDAQ,우량기업부,5190,3,0,0.0,5290,5290,5170,109663,571330920,97011054420,18691918,KSQ
1538,012790,KR7012790002,신일제약,KOSDAQ,우량기업부,8400,1,250,3.07,8240,8460,8230,68501,573662280,96948297600,11541464,KSQ
1539,043910,KR7043910009,자연과환경,KOSDAQ,중견기업부,1190,3,0,0.0,1200,1230,1190,1710909,2059531765,96841671640,81379556,KSQ
1540,007110,KR7007110000,일신석재,KOSPI,,1250,1,20,1.63,1245,1265,1235,294539,366669995,96820762500,77456610,STK
1541,100590,KR7100590009,머큐리,KOSDAQ,우량기업부,6400,1,70,1.11,6420,6440,6330,81523,519837810,96799334400,15124896,KSQ
1542,217500,KR7217500008,러셀,KOSDAQ,벤처기업부,3040,1,40,1.33,3030,3060,3005,63219,191669715,96708480000,31812000,KSQ
1543,025750,KR7025750001,한솔홈데코,KOSPI,,1200,1,15,1.27,1200,1205,1190,625014,747427865,96678178800,80565149,STK
1544,170030,KR7170030001,현대공업,KOSDAQ,우량기업부,6300,1,50,0.8,6370,6370,6280,41308,260927930,96642000000,15340000,KSQ
1545,269620,KR7269620001,시스웍,KOSDAQ,관리종목(소속부없음),889,0,0,0.0,0,0,0,0,0,96529874504,108582536,KSQ
1546,037350,KR7037350006,성도이엔지,KOSDAQ,우량기업부,6230,1,1285,25.99,5000,6350,4950,8328809,49496273670,96378100000,15470000,KSQ
1547,377460,KR7377460001,위니아에이드,KOSDAQ,중견기업부,6260,1,40,0.64,6380,6380,6230,54005,339584450,96362715300,15393405,KSQ
1548,072520,KR7072520000,제넨바이오,KOSDAQ,관리종목(소속부없음),2210,1,465,26.65,1820,2250,1775,2550007,5361995115,96286760700,43568670,KSQ
1549,023440,KR7023440001,제이스코홀딩스,KOSDAQ,중견기업부,2595,1,210,8.81,2385,2645,2360,2563169,6470871450,95965342080,36980864,KSQ
1550,071670,KR7071670004,에이테크솔루션,KOSDAQ,우량기업부,9590,2,-20,-0.21,9710,9740,9550,21876,210811220,95900000000,10000000,KSQ
1551,023460,KR7023460009,CNH,KOSDAQ,중견기업부,2570,2,-120,-4.46,2655,2715,2570,97965,258001720,95604000000,37200000,KSQ
1552,300120,KR7300120003,라온피플,KOSDAQ,벤처기업부,4600,1,60,1.32,4540,4640,4510,59951,273806360,95588055200,20780012,KSQ
1553,140610,KR7140610007,엔솔바이오사이언스,KONEX,일반기업부,9900,2,-100,-1.0,10000,10450,9860,3706,36824660,95137119000,9609810,KNX
1554,040350,KR7040350001,큐로컴,KOSDAQ,벤처기업부,755,1,4,0.53,751,760,748,105519,79260780,95109971360,125973472,KSQ
1555,024060,KR7024060006,흥구석유,KOSDAQ,우량기업부,6340,1,210,3.43,6170,6350,6110,1257105,8123257420,95100000000,15000000,KSQ
1556,260660,KR7260660006,알리코제약,KOSDAQ,우량기업부,6200,1,20,0.32,6200,6290,6170,32993,204883950,95027530200,15327021,KSQ
1557,159910,KR7159910009,스킨앤스킨,KOSDAQ,중견기업부,268,3,0,0.0,272,275,257,4935341,1320497107,94912400732,354150749,KSQ
1558,011390,KR7011390002,부산산업,KOSPI,,89700,1,2600,2.99,87600,89700,87600,13339,1183808600,94723200000,1056000,STK
1559,012200,KR7012200002,계양전기,KOSPI,,2900,3,0,0.0,2930,2970,2880,50912,147968760,94540000000,32600000,STK
1560,347740,KR7347740003,피엔케이피부임상연구센타,KOSDAQ,중견기업부,3150,1,45,1.45,3170,3305,3125,282780,902461420,94533314400,30010576,KSQ
1561,109820,KR7109820001,진매트릭스,KOSDAQ,기술성장기업부,4635,1,70,1.53,4600,4850,4600,96217,451137350,94524521400,20393640,KSQ
1562,218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,4750,1,40,0.85,4725,4780,4710,118487,562541465,94505259000,19895844,KSQ
1563,011330,KR7011330008,유니켐,KOSPI,,1295,1,15,1.17,1285,1300,1280,233534,301294340,94433188395,72921381,STK
1564,225220,KR7225220003,제놀루션,KOSDAQ,기술성장기업부,9840,1,130,1.34,9780,9950,9740,13556,133871280,94373816400,9590835,KSQ
1565,198440,KR7198440000,고려시멘트,KOSDAQ,우량기업부,2950,1,45,1.55,2935,2985,2915,660436,1951382595,94340882000,31979960,KSQ
1566,009460,KR7009460007,한창제지,KOSPI,,1580,2,-10,-0.63,1605,1605,1570,312285,493798175,94274627880,59667486,STK
1567,066310,KR7066310004,큐에스아이,KOSDAQ,벤처기업부,10150,1,180,1.81,10100,10350,10050,43667,444285200,94106953150,9271621,KSQ
1568,086820,KR7086820008,바이오솔루션,KOSDAQ,기술성장기업부,11550,2,-50,-0.43,11650,11850,11550,20232,236432150,94056570300,8143426,KSQ
1569,084180,KR7084180009,EV수성,KOSDAQ,중견기업부,1500,3,0,0.0,1505,1530,1470,581686,866362290,94013677500,62675785,KSQ
1570,039830,KR7039830005,오로라,KOSDAQ,우량기업부,8730,2,-20,-0.23,8820,8830,8720,19135,167975450,93960029700,10762890,KSQ
1571,227950,KR7227950003,엔투텍,KOSDAQ,투자주의환기종목(소속부없음),1025,1,134,15.04,897,1080,891,8176678,8205470301,93860864375,91571575,KSQ
1572,104200,KR7104200001,NHN벅스,KOSDAQ,중견기업부,6330,1,180,2.93,6280,6380,6200,88243,556033770,93858391500,14827550,KSQ
1573,304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,9170,1,450,5.16,8840,9170,8800,192699,1739555490,93703920100,10218530,KSQ
1574,239340,KR7239340003,줌인터넷,KOSDAQ,중견기업부,3455,1,80,2.37,3385,3620,3385,824381,2900034200,93214635470,26979634,KSQ
1575,222040,KR7222040008,코스맥스엔비티,KOSDAQ,중견기업부,4515,1,175,4.03,4350,4930,4350,525760,2454830030,93135420000,20628000,KSQ
1576,001840,KR7001840008,이화공영,KOSDAQ,중견기업부,4700,1,235,5.26,4680,5180,4565,3181359,15738295510,93087072000,19805760,KSQ
1577,204630,KR7204630008,스튜디오산타클로스,KOSDAQ,중견기업부,9010,2,-90,-0.99,9100,9200,8960,482983,4381376720,93026087600,10324760,KSQ
1578,049480,KR7049480007,오픈베이스,KOSDAQ,중견기업부,2960,1,255,9.43,2970,3185,2865,14457180,44063448800,93010253680,31422383,KSQ
1579,003310,KR7003310000,대주산업,KOSDAQ,중견기업부,2625,1,30,1.16,2615,2645,2600,474272,1242749250,92904918750,35392350,KSQ
1580,072770,KR7072770001,율호,KOSDAQ,중견기업부,1695,2,-5,-0.29,1705,1715,1690,365506,620563360,92410116885,54519243,KSQ
1581,006340,KR7006340004,대원전선,KOSPI,,1280,1,5,0.39,1285,1300,1275,274219,352010095,92114603520,71964534,STK
1582,000890,KR7000890004,보해양조,KOSPI,,662,1,2,0.3,662,680,662,342210,228407556,92097525398,139120129,STK
1583,017180,KR7017180001,명문제약,KOSPI,,2710,1,10,0.37,2725,2755,2665,68356,184595500,92013860340,33953454,STK
1584,214420,KR7214420002,토니모리,KOSPI,,3820,2,-40,-1.04,3910,3950,3815,98044,377652490,91889332180,24054799,STK
1585,058860,KR7058860008,KTis,KOSPI,,2640,1,20,0.76,2620,2640,2600,56287,147313920,91877280000,34802000,STK
1586,042510,KR7042510008,라온시큐어,KOSDAQ,중견기업부,2375,1,45,1.93,2365,2400,2360,74065,176169000,91833521750,38666746,KSQ
1587,003720,KR7003720000,삼영화학,KOSPI,,2700,1,75,2.86,2625,2950,2625,2699809,7571150520,91800000000,34000000,STK
1588,263800,KR7263800005,데이타솔루션,KOSDAQ,중견기업부,5650,1,100,1.8,5580,5980,5560,1672606,9689620140,91550227000,16203580,KSQ
1589,041910,KR7041910001,에스텍파마,KOSDAQ,우량기업부,7690,1,100,1.32,7660,7760,7620,19851,152651390,91497642470,11898263,KSQ
1590,010470,KR7010470003,오리콤,KOSDAQ,우량기업부,7640,2,-30,-0.39,7810,7810,7540,112375,855491490,91489382000,11975050,KSQ
1591,013700,KR7013700000,까뮤이앤씨,KOSPI,,2025,1,15,0.75,2020,2080,2020,1038017,2120804340,91433367000,45152280,STK
1592,001290,KR7001290006,상상인증권,KOSPI,,843,2,-16,-1.86,860,869,843,209538,178777843,91328192160,108337120,STK
1593,010660,KR7010660009,화천기계,KOSPI,,4150,1,50,1.22,4140,4200,4090,782650,3238675070,91300000000,22000000,STK
1594,044990,KR7044990000,에이치엔에스하이텍,KONEX,일반기업부,12150,0,0,0.0,0,0,0,0,0,91259427600,7511064,KNX
1595,900280,KYG1990V1041,골든센츄리,KOSDAQ,외국기업(소속부없음),444,2,-11,-2.42,445,469,433,25535184,11450098497,91199503872,205404288,KSQ
1596,039240,KR7039240007,경남스틸,KOSDAQ,우량기업부,3380,1,10,0.3,3420,3445,3360,166143,564660090,91191061520,26979604,KSQ
1597,003780,KR7003780004,진양산업,KOSPI,,7010,1,560,8.68,6490,7030,6450,463511,3168098660,91130000000,13000000,STK
1598,065950,KR7065950008,웰크론,KOSDAQ,우량기업부,3225,1,10,0.31,3245,3250,3220,119663,386590440,91045948950,28231302,KSQ
1599,129260,KR7129260006,인터지스,KOSPI,,3060,1,35,1.16,3050,3100,3045,136498,419621120,91028494440,29747874,STK
1600,071090,KR7071090005,하이스틸,KOSPI,,4500,1,95,2.16,4450,4510,4420,246610,1104304055,90861619500,20191471,STK
1601,024900,KR7024900003,덕양산업,KOSPI,,2790,1,5,0.18,2830,2830,2770,53965,150577350,90856294200,32564980,STK
1602,247660,KR7247660004,나노씨엠에스,KOSDAQ,기술성장기업부,20900,1,200,0.97,21200,21200,20650,18800,390735800,90787928000,4343920,KSQ
1603,005870,KR7005870001,휴니드,KOSPI,,6420,1,100,1.58,6340,6440,6330,49008,312805380,90624816300,14116015,STK
1604,180060,KR7180060006,탑선,KONEX,일반기업부,9800,1,300,3.16,9210,10000,9210,341,3269150,90568326800,9241666,KNX
1605,226440,KR7226440006,한송네오텍,KOSDAQ,관리종목(소속부없음),1530,0,0,0.0,0,0,0,0,0,90418067280,59096776,KSQ
1606,033200,KR7033200007,모아텍,KOSDAQ,중견기업부,6300,1,150,2.44,6160,6370,6140,38633,240852380,90286465500,14331185,KSQ
1607,002760,KR7002760007,보락,KOSPI,,1505,1,10,0.67,1510,1515,1500,96149,144826105,90149500000,59900000,STK
1608,003010,KR7003010006,혜인,KOSPI,,7080,2,-120,-1.67,7270,7270,7080,319304,2288036860,90006248760,12712747,STK
1609,117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,6320,1,20,0.32,6380,6430,6290,60968,386307460,89936741040,14230497,KSQ
1610,009810,KR7009810003,플레이그램,KOSPI,,852,2,-17,-1.96,870,876,850,211043,181433689,89899335504,105515652,STK
1611,339950,KR7339950008,아이비김영,KOSDAQ,중견기업부,2000,1,5,0.25,2010,2030,1995,109972,220708860,89893310000,44946655,KSQ
1612,170790,KR7170790000,파이오링크,KOSDAQ,벤처기업부,13100,1,200,1.55,12900,13200,12850,32009,416735700,89817923000,6856330,KSQ
1613,367000,KR7367000007,플래티어,KOSDAQ,벤처기업부,10850,1,100,0.93,11100,11100,10800,16277,177952950,89726320950,8269707,KSQ
1614,032540,KR7032540007,TJ미디어,KOSDAQ,중견기업부,6440,1,170,2.71,6360,6480,6290,115274,737549580,89719561960,13931609,KSQ
1615,004840,KR7004840005,DRB동일,KOSPI,,4500,1,115,2.62,4400,4500,4360,8814,38753790,89685000000,19930000,STK
1616,069510,KR7069510006,에스텍,KOSDAQ,중견기업부,8220,2,-70,-0.84,8330,8450,8220,8513,70934500,89680200000,10910000,KSQ
1617,006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,5970,1,30,0.51,6030,6040,5970,7030,42237560,89550000000,15000000,KSQ
1618,036640,KR7036640001,HRS,KOSDAQ,우량기업부,5470,1,40,0.74,5460,5520,5420,75667,414138660,89460756000,16354800,KSQ
1619,053980,KR7053980009,오상자이엘,KOSDAQ,우량기업부,5040,1,40,0.8,5010,5100,4950,102088,511846550,89449325280,17747882,KSQ
1620,016740,KR7016740003,두올,KOSPI,,2705,1,115,4.44,2570,2725,2570,243307,651285135,89445369400,33066680,STK
1621,024810,KR7024810004,이화전기,KOSDAQ,벤처기업부,727,1,6,0.83,721,732,721,238587,173241695,89426848715,123008045,KSQ
1622,067170,KR7067170001,오텍,KOSDAQ,우량기업부,5810,1,40,0.69,5860,5860,5780,70661,410986980,89425225050,15391605,KSQ
1623,114840,KR7114840002,아이패밀리에스씨,KOSDAQ,벤처기업부,10500,1,630,6.38,10000,11000,9830,559587,5846693310,89266254000,8501548,KSQ
1624,170920,KR7170920003,엘티씨,KOSDAQ,벤처기업부,11050,2,-50,-0.45,11450,11450,10700,33969,371257200,89115653250,8064765,KSQ
1625,080000,KR7080000003,에스엔유,KOSDAQ,우량기업부,2595,1,50,1.96,2600,2640,2565,80660,209495825,89067847650,34322870,KSQ
1626,010100,KR7010100006,한국프랜지,KOSPI,,2925,1,35,1.21,2900,2925,2880,105146,305586280,89067478500,30450420,STK
1627,002720,KR7002720001,국제약품,KOSPI,,4410,1,10,0.23,4425,4440,4380,55607,244584395,89060607090,20195149,STK
1628,059120,KR7059120006,아진엑스텍,KOSDAQ,벤처기업부,9130,1,40,0.44,9220,9250,9090,77212,707572530,89004681480,9748596,KSQ
1629,002220,KR7002220002,한일철강,KOSPI,,3330,1,40,1.22,3300,3390,3300,75997,254144295,88902541800,26697460,STK
1630,064800,KR7064800006,젬백스링크,KOSDAQ,우량기업부,1060,1,10,0.95,1060,1070,1050,128587,136096590,88771944020,83747117,KSQ
1631,052220,KR7052220001,iMBC,KOSDAQ,중견기업부,3855,1,5,0.13,3855,3905,3840,257979,1045408815,88665000000,23000000,KSQ
1632,007590,KR7007590003,동방아그로,KOSPI,,6510,1,20,0.31,6490,6530,6450,12951,84203290,88650426270,13617577,STK
1633,006380,KR7006380000,카프로,KOSPI,,2215,1,5,0.23,2220,2240,2205,86347,191581405,88600000000,40000000,STK
1634,149980,KR7149980005,하이로닉,KOSDAQ,벤처기업부,6280,1,100,1.62,6230,6310,6200,75766,474128410,88573245600,14104020,KSQ
1635,128660,KR7128660008,피제이메탈,KOSDAQ,우량기업부,3565,1,35,0.99,3550,3585,3540,45209,161232175,88424010485,24803369,KSQ
