,0
Start,2022-06-25 09:00:00
End,2023-07-29 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],85.5
Equity Final [$],8427.490000000002
Equity Peak [$],10972.416
Return [%],-15.725099999999983
Buy & Hold Return [%],-31.543624161073826
Return (Ann.) [%],-14.454011435919313
Volatility (Ann.) [%],62.505265028504134
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-62.08457645061943
Avg. Drawdown [%],-23.046950310430848
Max. Drawdown Duration,326 days 00:00:00
Avg. Drawdown Duration,113 days 00:00:00
# Trades,15
ticker,RANK-4-KRW-POWR
explain,# Explain RANK-4-KRW-POWR 
