Date,Open,High,Low,Close,Volume,Value,SMA_13,SMA_60,BOP,ADX_14,DMP_14,DMN_14,MACD_8_21_9,MACDh_8_21_9,MACDs_8_21_9,STOCHk_14_3_3,STOCHd_14_3_3,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,CDL_DARKCLOUDCOVER,CDL_MORNINGSTAR,CDL_MARUBOZU,CDL_HAMMER
2023-05-15 09:00:00,1565.0,1690.0,1525.0,1615.0,102668542.93926574,167309540568.6243,,,0.30303030303030304,,,,,,,,,,,1585.0,,832.0,1122.9902719105135,1,1122.9902719105135,,0.0,0.0,0.0,0.0
2023-05-16 09:00:00,1610.0,1630.0,1545.0,1565.0,58373714.16071556,92779928522.34724,1606.5384615384614,,-0.5294117647058824,,,,,,,,,,,1527.5,,823.0,1135.7773759232973,1,1135.7773759232973,,0.0,0.0,0.0,0.0
2023-05-17 09:00:00,1570.0,1630.0,1505.0,1625.0,75318213.79264785,118061363190.46681,1594.2307692307693,,0.44,,,,,,,,,,,1527.5,,874.0,1135.7773759232973,1,1135.7773759232973,,0.0,0.0,0.0,100.0
2023-05-18 09:00:00,1625.0,1645.0,1525.0,1545.0,53964179.55191664,85336620489.9147,1579.6153846153845,,-0.6666666666666666,,11.64762422394489,20.87858362018211,,,,,,,,1527.5,,914.0,1155.775214964055,1,1155.775214964055,,0.0,0.0,0.0,0.0
2023-05-19 09:00:00,1550.0,1550.0,1505.0,1525.0,27949387.18070348,42718663773.62146,1559.6153846153845,,-0.5555555555555556,,10.958356904338254,21.11997850736957,,,,35.77538933976749,,,,1527.5,,854.0,1155.775214964055,1,1155.775214964055,,0.0,0.0,0.0,0.0
2023-05-20 09:00:00,1525.0,1525.0,1500.0,1515.0,12231508.29111532,18473202423.964737,1547.3076923076924,,-0.4,,10.448135514640153,20.51575013041477,,,,34.84588149536604,,,,1527.5,,848.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,100.0
2023-05-21 09:00:00,1510.0,1550.0,1430.0,1445.0,38596464.87146762,57399225958.57542,1540.3846153846155,,-0.5416666666666666,,9.484403769297217,23.812088617450364,,,,30.679875679875682,33.7670488383364,,,1560.0,,928.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-22 09:00:00,1445.0,1455.0,1390.0,1405.0,31722929.35758536,44840976677.16274,1526.1538461538462,,-0.6153846153846154,,8.892947889979494,25.3210721429438,,,,23.671328671328677,29.732361948856802,,,1540.0,,989.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-23 09:00:00,1410.0,1460.0,1375.0,1405.0,34440233.08393729,48973636753.13866,1512.6923076923076,,-0.058823529411764705,,8.254835547262504,24.62648979132237,,,,16.410256410256412,23.587153587153594,,,1532.5,,942.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-24 09:00:00,1410.0,1410.0,1280.0,1320.0,59632877.88844038,79310938005.05989,1502.6923076923076,,-0.6923076923076923,,7.476610099003906,29.238015237657358,,,,11.457160725453411,17.179581935679504,,,1462.5,,1030.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-25 09:00:00,1315.0,1355.0,1265.0,1325.0,39836417.46598109,52192597211.07581,1488.4615384615386,,0.1111111111111111,,6.943301591872532,28.247290301692612,,,,12.060478975830485,13.309298703846773,,,1455.0,,1070.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-26 09:00:00,1320.0,1350.0,1290.0,1330.0,26222024.79034462,34717436149.56171,1476.1538461538462,,0.16666666666666666,,6.568764163208478,26.723567424854448,,,,13.055954088952658,12.191197930078856,,,1455.0,,1085.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-27 09:00:00,1330.0,1360.0,1315.0,1335.0,16468346.41017448,21944032848.072495,1458.076923076923,,0.1111111111111111,,7.039578846372341,25.526854517405493,,,,15.294117647058826,13.470183570613992,,,1407.5,,1050.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-28 09:00:00,1335.0,1425.0,1325.0,1410.0,36268227.32912152,49680094653.80293,1442.3076923076924,,0.75,,11.430266757666944,23.541212963182613,,,,21.960784313725494,16.770285349912328,,,1407.5,,1060.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-29 09:00:00,1410.0,1465.0,1360.0,1385.0,67709741.90362756,95590223617.96844,1428.4615384615386,,-0.23809523809523808,,13.526806538636306,21.658038707504517,,,,27.3890608875129,21.547987616099075,,,1407.5,1667.5,1005.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-30 09:00:00,1390.0,1415.0,1330.0,1335.0,50926765.44932206,69720165702.54312,1406.1538461538462,,-0.6470588235294118,,12.6164746854636,22.468708614345676,,,,28.039215686274513,25.79635362917097,,,1365.0,1557.5,988.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-05-31 09:00:00,1335.0,1345.0,1275.0,1305.0,39540542.99889332,51533228574.41351,1387.6923076923076,,-0.42857142857142855,41.922540834210146,11.885927041583425,25.3866442364673,,,,20.17543859649123,25.201238390092882,,,1365.0,1555.0,962.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-06-01 09:00:00,1300.0,1310.0,1265.0,1275.0,27574750.42554291,35428643402.71411,1368.4615384615386,,-0.5555555555555556,41.462863073760126,11.388535061947904,25.115808305214554,-91.70228799737447,-0.6058866601511284,-91.09640133722334,10.8187134502924,19.677789244352716,,,1365.0,1535.0,953.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-06-02 09:00:00,1270.0,1285.0,1210.0,1270.0,41737422.34917638,52169401653.2748,1349.6153846153845,,0.0,41.796417955922685,10.676087443983407,27.939564499033885,-93.30317395414613,-1.76541809353823,-91.5377558606079,10.560715514275888,13.851622520353175,,,1337.5,1450.0,881.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-06-03 09:00:00,1270.0,1270.0,1235.0,1250.0,18168567.81755219,22799849737.259277,1334.6153846153845,,-0.5714285714285714,42.086548867931846,10.302267883808835,26.961270178450746,-95.17646354066869,-2.910966144048629,-92.26549739662006,10.973512211902309,10.7843137254902,,,1337.5,1450.0,908.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-06-04 09:00:00,1250.0,1295.0,1245.0,1275.0,21308309.60886215,27140816152.21339,1324.6153846153845,,0.5,41.546268732365085,11.9535853557965,25.70453970114104,-91.29542661112578,0.7760566283954233,-92.0714832395212,18.300653594771244,13.278293773649816,,,1337.5,1450.0,917.0,1169.9062803817546,1,1169.9062803817546,,0.0,0.0,0.0,0.0
2023-06-05 09:00:00,1275.0,1285.0,1075.0,1115.0,60598050.70275608,71369035574.77402,1302.3076923076924,,-0.7619047619047619,42.82966913149548,10.106128895914548,34.928739679899955,-107.71700804253737,-12.516419842412944,-95.20058820012443,15.83710407239819,15.037089959690585,,,1270.0,1382.5,919.0,1454.6134546391445,-1,,1454.6134546391445,0.0,0.0,0.0,0.0
2023-06-06 09:00:00,1115.0,1130.0,1020.0,1110.0,57653553.59934594,62048129115.267105,1286.1538461538462,,-0.045454545454545456,44.34971447838915,9.260265082344032,36.21844049132628,-117.80869172045391,-18.086482816263583,-99.72220890419032,18.657108478655076,17.59828871527484,,,1242.5,1355.0,915.0,1357.525818262124,-1,,1357.525818262124,0.0,0.0,0.0,0.0
2023-06-07 09:00:00,1110.0,1110.0,1010.0,1025.0,36989269.2677447,39172861562.411964,1263.076923076923,,-0.85,45.766585247320286,8.553453114716213,34.21597065257906,-133.72586822563812,-27.20292745715824,-106.52294076847988,11.259277551412383,15.251163367488553,,,1212.5,1350.0,924.0,1345.0221299389634,-1,,1345.0221299389634,0.0,0.0,0.0,0.0
2023-06-08 09:00:00,1025.0,1080.0,994.0,1000.0,37126649.77081096,38192709140.69466,1237.6923076923076,,-0.29069767441860467,47.13687545098889,7.982319433158895,33.15658871250464,-145.5617330631294,-31.231033835719614,-114.33069922740978,8.265102582715123,12.72716287092753,,,1169.5,1342.0,906.0,1318.1618256619686,-1,,1318.1618256619686,0.0,0.0,0.0,0.0
2023-06-09 09:00:00,1005.0,1020.0,967.0,990.0,34108430.23305976,33858363076.132202,1211.1538461538462,,-0.2830188679245283,48.5380702067303,7.628026237846595,33.81285017177737,-152.30301662371653,-30.3778539170454,-121.92516270667113,3.0630208475347005,7.5291336605540735,,,1138.5,1328.5,877.0,1257.2101362816875,-1,,1257.2101362816875,0.0,0.0,0.0,0.0
2023-06-10 09:00:00,991.0,1005.0,782.0,832.0,72171228.14490353,62251433890.70406,1166.6923076923076,,-0.7130044843049327,50.66631404132882,6.451315513231731,41.87632635329137,-174.74022688627883,-42.25205134368616,-132.48817554259267,4.404334487530625,5.244152639260154,,,1038.5,1213.5,866.0,1215.1086882414463,-1,,1215.1086882414463,0.0,0.0,0.0,0.0
2023-06-11 09:00:00,832.0,840.0,803.0,823.0,20661032.30084678,17030643479.151407,1123.4615384615386,,-0.24324324324324326,52.583822232349334,6.25242270546476,40.58528732252478,-188.25663359947873,-44.61476644550885,-143.64186715396988,5.980682123320027,4.4826791527951215,,,1038.5,1213.5,876.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-12 09:00:00,822.0,905.0,768.0,874.0,150381375.65597573,128999591289.74152,1088.0,,0.3795620437956204,52.85698822784779,10.367369497571385,36.59829054595298,-187.31355483912557,-34.93735014812455,-152.37620469100102,9.902293349264506,6.762436653371723,,,1031.5,1206.5,869.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-13 09:00:00,873.0,957.0,870.0,914.0,222744792.19480926,204341975263.66678,1057.923076923077,,0.47126436781609193,52.076713390769406,13.511434985034516,34.240731794403274,-177.6100940017218,-20.187111448576616,-157.42298255314518,15.896509575127737,10.593161682570761,,,1026.5,1159.0,870.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-14 09:00:00,913.0,933.0,829.0,854.0,126411294.4222748,112057645906.30785,1025.5384615384614,,-0.5673076923076923,51.662225283974266,12.48682994281074,34.63545780554522,-175.03976625806808,-14.093426963938327,-160.94633929412976,19.184586379761082,14.994463101384445,,,949.0,1159.0,863.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-15 09:00:00,855.0,865.0,811.0,848.0,97904876.08356376,82355369711.97191,993.0769230769231,,-0.12962962962962962,51.41031894960826,11.959020982557314,34.52592863867943,-170.47408469673587,-7.622196322084903,-162.85188837465097,18.78357240683881,17.954889453909214,,,939.0,1159.0,859.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,100.0
2023-06-16 09:00:00,848.0,943.0,818.0,928.0,112309775.71615784,98316712947.8885,968.3076923076923,,0.64,49.75666533985794,16.61152491234875,31.374713109996076,-153.29685359889027,7.644027820608557,-160.94088141949882,20.46931854517786,19.479159110592587,,,924.0,1116.5,861.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-17 09:00:00,927.0,1020.0,922.0,989.0,187246450.58806273,183253623046.266,946.3076923076923,,0.6326530612244898,47.07626259425082,21.077877314536877,29.10951536239543,-130.0443295176077,24.717241521512904,-154.7615710391206,29.158760278304868,22.80388374344051,,,894.0,1116.5,888.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-18 09:00:00,989.0,1040.0,935.0,942.0,103514622.85133643,102456614248.3759,933.0,,-0.44761904761904764,44.34850066669758,20.92413961195844,26.876412063776872,-117.14770987392092,30.09108893215975,-147.23879880608067,35.31724039213239,28.31510640520504,,,904.0,1116.5,878.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-19 09:00:00,942.0,1040.0,928.0,1030.0,120971404.81320259,119761364160.638,926.8461538461538,,0.7857142857142857,41.932081553481865,19.232392671452185,25.210348018211096,-94.10671194658835,42.50566948759385,-136.6123814341822,49.322293491611354,37.932764720682876,,,904.0,1116.5,877.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-20 09:00:00,1030.0,1080.0,987.0,1070.0,110887160.6942544,114290383445.59697,930.3076923076923,,0.43010752688172044,39.14160507876093,20.836224581759684,23.500759386026097,-70.66142630207867,52.760764105682824,-123.42219040776149,64.77849672370593,49.80601020248323,,,924.0,1116.5,867.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-21 09:00:00,1070.0,1110.0,1010.0,1085.0,145430928.33839056,153904850132.8688,936.8461538461538,,0.15,36.17215517749628,21.500986233400052,21.79378807991305,-50.68675107258548,58.18835146814081,-108.87510254072629,84.45661421817282,66.18580147783003,,,960.5,1116.5,924.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-22 09:00:00,1085.0,1165.0,1045.0,1050.0,137977036.97395873,151177955065.63904,941.4615384615385,,-0.2916666666666667,34.04206465731124,23.596610503072057,19.931361404034245,-40.13522816137629,54.99189950348,-95.12712766485629,84.00896587957439,77.74802560715104,,,988.0,1116.5,946.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-23 09:00:00,1050.0,1100.0,1040.0,1060.0,84601492.38431482,89761429540.7783,959.0,,0.16666666666666666,32.01330631337849,22.53707476242939,19.404164979780685,-30.550611392614883,51.66121301779313,-82.21182441040801,79.09148045035623,82.51902018270114,,,988.0,1116.5,911.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-24 09:00:00,1060.0,1060.0,986.0,1005.0,74781359.50234252,76370852384.60872,973.0,,-0.7432432432432432,29.76922757526028,21.279901849426135,22.36050913614807,-30.378647790609534,41.46654129583878,-71.84518908644831,68.09403862300589,77.06482831764549,1537.5,,991.5,1091.5,891.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-25 09:00:00,1005.0,1040.0,982.0,988.0,62456699.54056093,63018127029.09444,981.7692307692307,,-0.29310344827586204,27.75908034523333,20.31698481953287,21.656295831523,-31.875670540896294,31.975614836441615,-63.85128537733791,62.888329135180534,70.02461606951421,1461.25,,1043.5,1056.5,888.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-26 09:00:00,987.0,1005.0,944.0,962.0,68498619.84406897,66811805170.16626,985.4615384615385,,-0.4098360655737705,26.41727166588834,19.329806102566447,23.598130287399577,-35.704359949363834,22.517540342379263,-58.2219002917431,52.58957245252768,61.19064673690469,1460.0,,1046.5,1039.0,898.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-27 09:00:00,962.0,1000.0,931.0,953.0,65250259.50172792,62815416862.82243,993.0769230769231,,-0.13043478260869565,25.350586295734963,18.254393278042453,23.326964680976495,-38.872032057384104,15.479894587487195,-54.3519266448713,46.061326236794805,53.846409274834336,1450.0,,1046.5,1031.5,896.0,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-28 09:00:00,953.0,953.0,868.0,881.0,57003954.92855105,51641214791.34083,995.6153846153846,,-0.8470588235294118,25.126389755505578,17.005564236188356,26.7958177002327,-49.781052092198706,3.656699642138072,-53.43775173433678,34.18079096045199,44.27722988325815,1393.75,,1016.5,1031.5,,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-29 09:00:00,881.0,950.0,880.0,908.0,73897780.02032506,67623595154.48414,994.0769230769231,,0.38571428571428573,24.919640437522528,16.02965389137851,25.25806715411161,-52.94336823616459,0.3955067985377525,-53.33887503470234,28.607868357782895,36.283328518343225,1393.75,,1016.5,1031.5,,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-06-30 09:00:00,908.0,946.0,846.0,917.0,78240304.51383334,71057195450.0011,988.5384615384615,,0.09,25.11812577435424,14.73661991043498,25.96768817639189,-52.92796817157148,0.3287254905046879,-53.25669366207617,22.655888004867418,28.481515774367427,1393.75,,1005.5,1026.5,,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-07-01 09:00:00,917.0,921.0,891.0,919.0,36850376.77579325,33321085600.571766,986.7692307692307,,0.06666666666666667,25.301346005941824,14.351852144366323,25.289681317945142,-51.58520109213043,1.3371940559565871,-52.92239514808702,23.692555084784058,24.985437149144783,1326.25,,973.0,966.5,,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-07-02 09:00:00,919.0,921.0,881.0,915.0,32401485.40646662,29240832354.323727,977.9230769230769,1235.8666666666666,-0.1,25.590914680541225,13.839425022531511,25.266717415144203,-50.1188970745028,2.2427984588673766,-52.361695533370174,22.257053291536067,22.868498793729174,1298.75,,953.0,966.5,,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-07-03 09:00:00,916.0,950.0,908.0,924.0,73628587.0576103,68291852496.22309,966.6923076923077,1221.5166666666667,0.19047619047619047,25.233159056322638,15.945901530870884,24.289096551698716,-46.88779530295801,4.379120184329729,-51.26691548728774,22.988505747126453,22.979371374482184,1281.25,,943.0,966.5,,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-07-04 09:00:00,925.0,976.0,902.0,906.0,98184657.8814665,92083678261.69249,952.9230769230769,1207.7,-0.25675675675675674,24.373266654662636,17.24384693222205,22.64383858597587,-46.01958606443225,4.197863538284395,-50.21744960271664,21.630094043887166,22.29188436084989,1255.75,,925.5,966.5,,1113.0217327783826,-1,,1113.0217327783826,0.0,0.0,0.0,0.0
2023-07-05 09:00:00,906.0,914.0,859.0,877.0,47864939.61642973,42542104045.42151,939.6153846153846,1192.5666666666666,-0.5272727272727272,24.187226979243352,16.3539736388964,25.492211796255926,-48.284092944981126,1.5466853261884097,-49.830778271169535,17.65935214211078,20.759317311041457,1233.5,,923.0,966.5,,1084.2863056648948,-1,,1084.2863056648948,0.0,0.0,0.0,0.0
2023-07-06 09:00:00,878.0,900.0,847.0,866.0,41925221.67074862,36726135841.698044,924.6923076923077,1179.0833333333333,-0.22641509433962265,24.175667860290204,15.522758121012872,25.342402279441902,-50.35426764951103,-0.4187915026731943,-49.935476146837836,12.133553838685541,17.14100000822782,1126.0,,911.0,966.5,,1065.7454048556242,-1,,1065.7454048556242,0.0,0.0,0.0,0.0
2023-07-07 09:00:00,866.0,882.0,855.0,876.0,23898970.34179731,20727558544.590694,914.7692307692307,1168.1,0.37037037037037035,24.164974463664024,15.09702203871715,24.647346994917,-49.48763829615814,0.3582702805437563,-49.845908576701895,10.536858558458194,13.443254846418164,1126.0,,911.0,966.5,,1044.8532041619635,-1,,1044.8532041619635,0.0,0.0,0.0,0.0
2023-07-08 09:00:00,876.0,887.0,857.0,869.0,14396998.49499956,12536362201.366648,905.6153846153846,1156.0833333333333,-0.23333333333333334,24.034075374214453,15.140779173232326,23.867392160562122,-48.794311717097344,0.8412774876836409,-49.635589204780985,11.24945914663646,11.306623847926723,1119.0,,911.0,988.0,,1036.017032138826,-1,,1036.017032138826,0.0,0.0,0.0,0.0
2023-07-09 09:00:00,868.0,881.0,864.0,870.0,15062353.44266778,13122629764.942787,898.5384615384615,1144.25,0.11764705882352941,23.912916230557144,14.850686577905106,23.410100388696737,-47.18702400024438,1.9588521636292882,-49.145876163873666,13.656233771506464,11.814183825533696,1092.75,,911.5,988.0,,1020.3717418332793,-1,,1020.3717418332793,0.0,0.0,0.0,0.0
2023-07-10 09:00:00,870.0,876.0,838.0,863.0,27069215.74071866,23117844354.28094,891.6153846153846,1134.4666666666667,-0.18421052631578946,24.22215241673068,14.206952623103753,25.34638959676948,-46.01647664488871,2.5035196151879617,-48.519996260076674,14.127369497055483,13.011020805066126,1054.0,,907.0,988.0,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-11 09:00:00,863.0,881.0,848.0,859.0,21715658.2713643,18744291261.865265,889.9230769230769,1123.6166666666666,-0.12121212121212122,24.36680272857684,14.240283908336288,24.358006775922835,-44.7844436331244,2.988442101561823,-47.77288573468622,15.247943230807165,14.343848833123028,1049.0,,907.0,991.5,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-12 09:00:00,860.0,901.0,848.0,861.0,43336684.77923916,38101869562.66695,886.3076923076923,1113.1333333333334,0.018867924528301886,23.937317078708816,15.715671188188871,22.8261743735811,-42.74594668272289,4.021551241570663,-46.76749792429355,15.772052245482216,15.049121657781612,1020.25,,907.0,1001.5,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-13 09:00:00,860.0,906.0,844.0,888.0,42044826.10291299,36640192069.45218,884.0769230769231,1101.7666666666667,0.45161290322580644,23.399566199078304,15.154619592024671,21.152134005364122,-36.89557617874766,7.897537396436711,-44.79311357518437,22.70531400966186,17.908436495317073,1005.25,,876.0,1001.5,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-14 09:00:00,888.0,973.0,852.0,878.0,75424436.0710154,68673979830.80641,880.9230769230769,1089.4833333333333,-0.08264462809917356,22.115057276044897,20.53341931156239,18.333228617598888,-33.32671670767934,9.173117494004025,-42.49983420168336,27.294685990338184,21.924017415160744,1010.25,,905.5,1001.5,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-15 09:00:00,878.0,896.0,857.0,877.0,29011907.70075558,25382369883.057987,878.0,1078.0166666666667,-0.02564102564102564,20.924734834102736,19.620530122433035,17.518157052902463,-30.261326845152666,9.790805885224557,-40.052132730377224,31.159420289855092,27.053140096618367,1010.25,,905.5,1001.5,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-16 09:00:00,877.0,890.0,862.0,867.0,22893851.32055987,20127434596.475952,873.6153846153846,1065.3833333333334,-0.35714285714285715,19.821529516350964,18.966990007541106,16.934644869408565,-28.795670844474103,9.005169508722496,-37.8008403531966,26.08695652173915,28.1803542673108,1020.25,,905.5,1001.5,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-17 09:00:00,867.0,941.0,858.0,924.0,71946140.2855313,64901335391.83319,875.0,1055.0333333333333,0.6867469879518072,19.842895469217627,23.03158029015941,15.316870058388478,-19.692769210772667,14.486456913939143,-34.17922612471181,37.19806763285026,31.481481481481495,1038.5,,905.5,1001.5,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-18 09:00:00,924.0,1010.0,904.0,946.0,223948780.4571369,214757626431.58945,880.3076923076923,1045.3833333333334,0.20754716981132076,20.91478005267967,27.926311627226823,13.538873011393381,-9.969651505917682,19.367659695035304,-29.337311200952986,48.70801033591733,37.33101149683557,1052.25,,924.0,969.0,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-19 09:00:00,945.0,996.0,903.0,911.0,90907701.40002736,86094416468.6757,883.7692307692307,1035.3166666666666,-0.3655913978494624,21.88100600165666,25.164805915495563,12.306517200578634,-7.4892722902441164,17.478431128567095,-24.96770341881121,55.85046623974836,47.25218140283864,1052.25,,927.0,949.0,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-20 09:00:00,910.0,932.0,881.0,891.0,51254451.48425958,46632401437.385216,884.9230769230769,1026.0833333333333,-0.37254901960784315,22.166674173425104,23.77350135424941,14.008539153820177,-8.210433000570902,13.405816334592249,-21.61624933516315,45.34883720930234,49.969104594989325,1041.5,1419.0,927.0,939.0,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-21 09:00:00,890.0,897.0,871.0,888.0,26373114.90608906,23324133923.048065,886.3846153846154,1017.4666666666667,-0.07692307692307693,22.16024150650856,23.07062268504954,14.72610789497918,-8.948416674527834,10.134266128508251,-19.082682803036086,34.108527131782964,45.10261019361121,1050.0,1309.0,927.0,924.0,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
2023-07-22 09:00:00,888.0,913.0,886.0,898.0,19415969.56995368,17367174345.592884,888.5384615384615,1009.0166666666667,0.37037037037037035,22.42941950649033,24.220585655074295,14.255196181000347,-7.976315905112983,8.885093518338483,-16.861409423451466,31.589147286821724,37.015503875969,1042.75,1306.5,931.0,924.0,,1000.0329215713823,-1,,1000.0329215713823,0.0,0.0,0.0,0.0
