Date,Close,High
2023-03-07 09:00:00,5095.0,5705.0
2023-03-08 09:00:00,4530.0,5195.0
2023-03-09 09:00:00,4000.0,4530.0
2023-03-10 09:00:00,3885.0,4010.0
2023-03-11 09:00:00,3820.0,4135.0
2023-03-12 09:00:00,4085.0,4095.0
2023-03-13 09:00:00,4280.0,4420.0
2023-03-14 09:00:00,4580.0,4990.0
2023-03-15 09:00:00,5110.0,5540.0
2023-03-16 09:00:00,5235.0,5525.0
2023-03-17 09:00:00,6865.0,6895.0
2023-03-18 09:00:00,7945.0,8500.0
2023-03-19 09:00:00,7955.0,9020.0
2023-03-20 09:00:00,7680.0,8260.0
2023-03-21 09:00:00,7085.0,7745.0
2023-03-22 09:00:00,6725.0,7150.0
2023-03-23 09:00:00,8225.0,8315.0
2023-03-24 09:00:00,7865.0,8570.0
2023-03-25 09:00:00,7240.0,7945.0
2023-03-26 09:00:00,8120.0,8200.0
2023-03-27 09:00:00,7590.0,8215.0
2023-03-28 09:00:00,8740.0,8820.0
2023-03-29 09:00:00,8935.0,9560.0
2023-03-30 09:00:00,8325.0,9025.0
2023-03-31 09:00:00,8485.0,8735.0
2023-04-01 09:00:00,7975.0,8625.0
2023-04-02 09:00:00,7540.0,8085.0
2023-04-03 09:00:00,7645.0,8400.0
2023-04-04 09:00:00,7680.0,8095.0
2023-04-05 09:00:00,7400.0,7800.0
2023-04-06 09:00:00,7190.0,7405.0
2023-04-07 09:00:00,7125.0,7440.0
2023-04-08 09:00:00,7070.0,7290.0
2023-04-09 09:00:00,7425.0,7555.0
2023-04-10 09:00:00,7455.0,7530.0
2023-04-11 09:00:00,7375.0,7490.0
2023-04-12 09:00:00,7200.0,7415.0
2023-04-13 09:00:00,7330.0,7610.0
2023-04-14 09:00:00,7635.0,7895.0
2023-04-15 09:00:00,7460.0,7705.0
2023-04-16 09:00:00,7485.0,7550.0
2023-04-17 09:00:00,7285.0,7510.0
2023-04-18 09:00:00,7355.0,7440.0
2023-04-19 09:00:00,6715.0,7440.0
2023-04-20 09:00:00,6550.0,7135.0
2023-04-21 09:00:00,6155.0,6610.0
2023-04-22 09:00:00,6270.0,6320.0
2023-04-23 09:00:00,6130.0,6275.0
2023-04-24 09:00:00,6155.0,6490.0
2023-04-25 09:00:00,6640.0,6760.0
2023-04-26 09:00:00,6295.0,6880.0
2023-04-27 09:00:00,6375.0,6480.0
2023-04-28 09:00:00,6245.0,6400.0
2023-04-29 09:00:00,6275.0,6325.0
2023-04-30 09:00:00,6120.0,6280.0
2023-05-01 09:00:00,5895.0,6180.0
2023-05-02 09:00:00,6070.0,6100.0
2023-05-03 09:00:00,6160.0,6245.0
2023-05-04 09:00:00,5995.0,6270.0
2023-05-05 09:00:00,6000.0,6045.0
2023-05-06 09:00:00,5660.0,6045.0
2023-05-07 09:00:00,5700.0,5810.0
2023-05-08 09:00:00,5175.0,5740.0
2023-05-09 09:00:00,5205.0,5320.0
2023-05-10 09:00:00,5360.0,5550.0
2023-05-11 09:00:00,4975.0,5365.0
2023-05-12 09:00:00,5050.0,5070.0
2023-05-13 09:00:00,4990.0,5065.0
2023-05-14 09:00:00,5070.0,5235.0
2023-05-15 09:00:00,5155.0,5285.0
2023-05-16 09:00:00,5300.0,5490.0
2023-05-17 09:00:00,5565.0,5760.0
2023-05-18 09:00:00,6435.0,6490.0
2023-05-19 09:00:00,5995.0,6550.0
2023-05-20 09:00:00,6110.0,6285.0
2023-05-21 09:00:00,5990.0,6370.0
2023-05-22 09:00:00,5735.0,6030.0
2023-05-23 09:00:00,5630.0,5940.0
2023-05-24 09:00:00,5265.0,5665.0
2023-05-25 09:00:00,5285.0,5450.0
2023-05-26 09:00:00,5260.0,5385.0
2023-05-27 09:00:00,5390.0,5435.0
2023-05-28 09:00:00,6210.0,6235.0
2023-05-29 09:00:00,6045.0,6520.0
2023-05-30 09:00:00,6040.0,6290.0
2023-05-31 09:00:00,5870.0,6200.0
2023-06-01 09:00:00,5610.0,5935.0
2023-06-02 09:00:00,5985.0,6100.0
2023-06-03 09:00:00,5905.0,6095.0
2023-06-04 09:00:00,5905.0,6035.0
2023-06-05 09:00:00,5350.0,5935.0
2023-06-06 09:00:00,5660.0,5745.0
2023-06-07 09:00:00,5410.0,5680.0
2023-06-08 09:00:00,5405.0,5495.0
2023-06-09 09:00:00,5420.0,5625.0
2023-06-10 09:00:00,4680.0,5430.0
2023-06-11 09:00:00,4690.0,4775.0
2023-06-12 09:00:00,4840.0,4910.0
2023-06-13 09:00:00,4715.0,4920.0
2023-06-14 09:00:00,4455.0,4780.0
2023-06-15 09:00:00,4515.0,4550.0
2023-06-16 09:00:00,4610.0,4670.0
2023-06-17 09:00:00,4750.0,4850.0
2023-06-18 09:00:00,4640.0,4920.0
2023-06-19 09:00:00,4770.0,4820.0
2023-06-20 09:00:00,4980.0,5010.0
2023-06-21 09:00:00,5170.0,5320.0
2023-06-22 09:00:00,4920.0,5355.0
2023-06-23 09:00:00,5050.0,5130.0
2023-06-24 09:00:00,4895.0,5285.0
2023-06-25 09:00:00,4810.0,5000.0
2023-06-26 09:00:00,4655.0,4855.0
2023-06-27 09:00:00,4670.0,4710.0
2023-06-28 09:00:00,4430.0,4695.0
2023-06-29 09:00:00,4530.0,4695.0
2023-06-30 09:00:00,4580.0,4715.0
2023-07-01 09:00:00,4680.0,4700.0
2023-07-02 09:00:00,4790.0,4900.0
2023-07-03 09:00:00,4830.0,4995.0
2023-07-04 09:00:00,4675.0,4840.0
2023-07-05 09:00:00,4535.0,4715.0
2023-07-06 09:00:00,4395.0,4615.0
2023-07-07 09:00:00,4450.0,4490.0
2023-07-08 09:00:00,4625.0,4665.0
2023-07-09 09:00:00,4480.0,4695.0
2023-07-10 09:00:00,4450.0,4535.0
2023-07-11 09:00:00,4455.0,4510.0
2023-07-12 09:00:00,4460.0,4500.0
2023-07-13 09:00:00,4805.0,4825.0
2023-07-14 09:00:00,4655.0,4980.0
2023-07-15 09:00:00,4690.0,4925.0
2023-07-16 09:00:00,4635.0,4780.0
2023-07-17 09:00:00,4800.0,4955.0
2023-07-18 09:00:00,4695.0,4950.0
2023-07-19 09:00:00,4820.0,4870.0
2023-07-20 09:00:00,4845.0,4945.0
2023-07-21 09:00:00,5155.0,5275.0
2023-07-22 09:00:00,4890.0,5380.0
2023-07-23 09:00:00,4740.0,4905.0
2023-07-24 09:00:00,4600.0,5035.0
2023-07-25 09:00:00,4855.0,4935.0
2023-07-26 09:00:00,4640.0,4930.0
2023-07-27 09:00:00,4635.0,4830.0
2023-07-28 09:00:00,4625.0,4655.0
2023-07-29 09:00:00,4585.0,4625.0
