Date,Open,High,Low,Close
2022-08-13 09:00:00,493.0,496.0,488.0,496.0
2022-08-14 09:00:00,495.0,504.0,487.0,493.0
2022-08-15 09:00:00,493.0,498.0,478.0,488.0
2022-08-16 09:00:00,487.0,488.0,473.0,478.0
2022-08-17 09:00:00,478.0,486.0,460.0,467.0
2022-08-18 09:00:00,467.0,471.0,463.0,463.0
2022-08-19 09:00:00,464.0,476.0,402.0,406.0
2022-08-20 09:00:00,407.0,421.0,401.0,411.0
2022-08-21 09:00:00,411.0,418.0,406.0,415.0
2022-08-22 09:00:00,414.0,416.0,388.0,403.0
2022-08-23 09:00:00,404.0,414.0,392.0,407.0
2022-08-24 09:00:00,408.0,412.0,398.0,405.0
2022-08-25 09:00:00,405.0,412.0,402.0,412.0
2022-08-26 09:00:00,411.0,413.0,384.0,387.0
2022-08-27 09:00:00,387.0,400.0,382.0,390.0
2022-08-28 09:00:00,390.0,437.0,390.0,400.0
2022-08-29 09:00:00,400.0,420.0,391.0,409.0
2022-08-30 09:00:00,410.0,418.0,397.0,404.0
2022-08-31 09:00:00,404.0,444.0,403.0,426.0
2022-09-01 09:00:00,426.0,443.0,401.0,415.0
2022-09-02 09:00:00,415.0,416.0,402.0,406.0
2022-09-03 09:00:00,405.0,407.0,396.0,401.0
2022-09-04 09:00:00,401.0,401.0,395.0,400.0
2022-09-05 09:00:00,399.0,400.0,387.0,393.0
2022-09-06 09:00:00,393.0,400.0,375.0,376.0
2022-09-07 09:00:00,376.0,384.0,363.0,381.0
2022-09-08 09:00:00,381.0,393.0,375.0,388.0
2022-09-09 09:00:00,388.0,399.0,386.0,398.0
2022-09-10 09:00:00,398.0,401.0,387.0,398.0
2022-09-11 09:00:00,398.0,401.0,393.0,400.0
2022-09-12 09:00:00,399.0,412.0,398.0,402.0
2022-09-13 09:00:00,402.0,408.0,371.0,373.0
2022-09-14 09:00:00,373.0,379.0,363.0,376.0
2022-09-15 09:00:00,376.0,387.0,366.0,367.0
2022-09-16 09:00:00,367.0,375.0,363.0,368.0
2022-09-17 09:00:00,368.0,384.0,367.0,378.0
2022-09-18 09:00:00,377.0,378.0,351.0,356.0
2022-09-19 09:00:00,357.0,365.0,337.0,356.0
2022-09-20 09:00:00,355.0,356.0,343.0,348.0
2022-09-21 09:00:00,348.0,354.0,337.0,342.0
2022-09-22 09:00:00,341.0,354.0,340.0,353.0
2022-09-23 09:00:00,352.0,363.0,345.0,354.0
2022-09-24 09:00:00,354.0,356.0,351.0,354.0
2022-09-25 09:00:00,354.0,354.0,347.0,347.0
2022-09-26 09:00:00,348.0,360.0,335.0,346.0
2022-09-27 09:00:00,346.0,352.0,340.0,342.0
2022-09-28 09:00:00,343.0,350.0,331.0,340.0
2022-09-29 09:00:00,340.0,350.0,336.0,340.0
2022-09-30 09:00:00,340.0,346.0,337.0,341.0
2022-10-01 09:00:00,340.0,341.0,337.0,338.0
2022-10-02 09:00:00,338.0,339.0,333.0,334.0
2022-10-03 09:00:00,334.0,340.0,332.0,337.0
2022-10-04 09:00:00,337.0,341.0,335.0,339.0
2022-10-05 09:00:00,340.0,340.0,333.0,335.0
2022-10-06 09:00:00,335.0,336.0,333.0,334.0
2022-10-07 09:00:00,333.0,338.0,327.0,333.0
2022-10-08 09:00:00,332.0,336.0,331.0,334.0
2022-10-09 09:00:00,333.0,336.0,331.0,333.0
2022-10-10 09:00:00,333.0,335.0,314.0,318.0
2022-10-11 09:00:00,318.0,320.0,305.0,309.0
2022-10-12 09:00:00,308.0,313.0,306.0,307.0
2022-10-13 09:00:00,308.0,308.0,273.0,299.0
2022-10-14 09:00:00,298.0,323.0,298.0,305.0
2022-10-15 09:00:00,305.0,342.0,303.0,330.0
2022-10-16 09:00:00,330.0,333.0,309.0,310.0
2022-10-17 09:00:00,310.0,322.0,310.0,315.0
2022-10-18 09:00:00,315.0,324.0,307.0,310.0
2022-10-19 09:00:00,310.0,312.0,295.0,298.0
2022-10-20 09:00:00,297.0,299.0,287.0,291.0
2022-10-21 09:00:00,291.0,292.0,279.0,291.0
2022-10-22 09:00:00,291.0,298.0,287.0,292.0
2022-10-23 09:00:00,291.0,299.0,288.0,293.0
2022-10-24 09:00:00,293.0,298.0,287.0,293.0
2022-10-25 09:00:00,294.0,308.0,291.0,302.0
2022-10-26 09:00:00,303.0,304.0,298.0,301.0
2022-10-27 09:00:00,301.0,303.0,292.0,293.0
2022-10-28 09:00:00,293.0,309.0,292.0,302.0
2022-10-29 09:00:00,303.0,304.0,299.0,300.0
2022-10-30 09:00:00,300.0,310.0,300.0,309.0
2022-10-31 09:00:00,309.0,310.0,300.0,305.0
2022-11-01 09:00:00,304.0,307.0,298.0,301.0
2022-11-02 09:00:00,301.0,324.0,297.0,305.0
2022-11-03 09:00:00,305.0,310.0,299.0,307.0
2022-11-04 09:00:00,307.0,313.0,303.0,313.0
2022-11-05 09:00:00,312.0,320.0,311.0,316.0
2022-11-06 09:00:00,316.0,328.0,311.0,314.0
2022-11-07 09:00:00,314.0,318.0,304.0,308.0
2022-11-08 09:00:00,308.0,309.0,265.0,273.0
2022-11-09 09:00:00,273.0,274.0,190.0,204.0
2022-11-10 09:00:00,204.0,237.0,200.0,235.0
2022-11-11 09:00:00,235.0,262.0,213.0,240.0
2022-11-12 09:00:00,239.0,240.0,216.0,224.0
2022-11-13 09:00:00,224.0,226.0,200.0,207.0
2022-11-14 09:00:00,207.0,208.0,183.0,204.0
2022-11-15 09:00:00,204.0,211.0,197.0,208.0
2022-11-16 09:00:00,208.0,217.0,201.0,210.0
2022-11-17 09:00:00,211.0,217.0,203.0,209.0
2022-11-18 09:00:00,209.0,212.0,206.0,210.0
2022-11-19 09:00:00,210.0,220.0,210.0,219.0
2022-11-20 09:00:00,219.0,223.0,203.0,204.0
2022-11-21 09:00:00,204.0,208.0,198.0,205.0
2022-11-22 09:00:00,205.0,246.0,201.0,240.0
2022-11-23 09:00:00,240.0,247.0,228.0,241.0
2022-11-24 09:00:00,241.0,241.0,211.0,223.0
2022-11-25 09:00:00,222.0,223.0,209.0,216.0
2022-11-26 09:00:00,216.0,220.0,214.0,215.0
2022-11-27 09:00:00,215.0,220.0,213.0,215.0
2022-11-28 09:00:00,216.0,216.0,204.0,206.0
2022-11-29 09:00:00,206.0,210.0,204.0,208.0
2022-11-30 09:00:00,208.0,214.0,206.0,212.0
2022-12-01 09:00:00,212.0,214.0,207.0,210.0
2022-12-02 09:00:00,210.0,218.0,203.0,210.0
2022-12-03 09:00:00,210.0,213.0,208.0,209.0
2022-12-04 09:00:00,208.0,210.0,207.0,209.0
2022-12-05 09:00:00,209.0,212.0,206.0,207.0
2022-12-06 09:00:00,208.0,210.0,205.0,207.0
2022-12-07 09:00:00,207.0,208.0,196.0,203.0
2022-12-08 09:00:00,203.0,206.0,200.0,204.0
2022-12-09 09:00:00,204.0,205.0,201.0,202.0
2022-12-10 09:00:00,202.0,204.0,200.0,204.0
2022-12-11 09:00:00,203.0,207.0,201.0,203.0
2022-12-12 09:00:00,202.0,203.0,193.0,198.0
2022-12-13 09:00:00,198.0,198.0,187.0,194.0
2022-12-14 09:00:00,195.0,197.0,190.0,192.0
2022-12-15 09:00:00,191.0,194.0,186.0,187.0
2022-12-16 09:00:00,187.0,189.0,167.0,171.0
2022-12-17 09:00:00,171.0,172.0,155.0,165.0
2022-12-18 09:00:00,165.0,166.0,158.0,161.0
2022-12-19 09:00:00,162.0,167.0,145.0,149.0
2022-12-20 09:00:00,149.0,156.0,144.0,153.0
2022-12-21 09:00:00,153.0,172.0,153.0,159.0
2022-12-22 09:00:00,159.0,159.0,151.0,155.0
2022-12-23 09:00:00,155.0,158.0,153.0,158.0
2022-12-24 09:00:00,158.0,160.0,154.0,159.0
2022-12-25 09:00:00,159.0,164.0,153.0,156.0
2022-12-26 09:00:00,156.0,156.0,148.0,152.0
2022-12-27 09:00:00,152.0,152.0,142.0,146.0
2022-12-28 09:00:00,145.0,146.0,132.0,136.0
2022-12-29 09:00:00,135.0,143.0,133.0,137.0
2022-12-30 09:00:00,137.0,138.0,128.0,133.0
2022-12-31 09:00:00,133.0,138.0,132.0,134.0
2023-01-01 09:00:00,135.0,136.0,132.0,135.0
2023-01-02 09:00:00,135.0,138.0,133.0,138.0
2023-01-03 09:00:00,138.0,144.0,137.0,139.0
2023-01-04 09:00:00,140.0,143.0,138.0,143.0
2023-01-05 09:00:00,143.0,146.0,139.0,141.0
2023-01-06 09:00:00,141.0,142.0,133.0,139.0
2023-01-07 09:00:00,139.0,142.0,137.0,140.0
2023-01-08 09:00:00,140.0,145.0,139.0,144.0
