,0
Start,2022-09-30 00:00:00
End,2023-09-15 00:00:00
Duration,350 days 00:00:00
Exposure Time [%],77.40585774058577
Equity Final [$],7520111.3
Equity Peak [$],10808574.0
Return [%],-24.798887000000004
Buy & Hold Return [%],37.88968824940048
Return (Ann.) [%],-25.955688848128254
Volatility (Ann.) [%],40.30794519168203
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-55.54624597102262
Avg. Drawdown [%],-20.862462093383247
Max. Drawdown Duration,260 days 00:00:00
Avg. Drawdown Duration,90 days 00:00:00
# Trades,6
Win Rate [%],50.0
Best Trade [%],14.158893580512167
Worst Trade [%],-23.086409505401328
Avg. Trade [%],-4.647117332557338
Max. Trade Duration,77 days 00:00:00
Avg. Trade Duration,45 days 00:00:00
Profit Factor,0.6248170815694394
Expectancy [%],-3.43827065012842
SQN,-0.829914718129884
_strategy,SmaCross
_equity_curve,"                Equity  DrawdownPct DrawdownDuration
2022-09-30  10000000.0     0.000000              NaT
2022-10-04  10000000.0     0.000000              NaT
2022-10-05  10000000.0     0.000000              NaT
2022-10-06  10000000.0     0.000000              NaT
2022-10-07  10000000.0     0.000000              NaT
...                ...          ...              ...
2023-09-11   7447311.3     0.310981              NaT
2023-09-12   7488911.3     0.307132              NaT
2023-09-13   7592911.3     0.297510              NaT
2023-09-14   7520111.3     0.304246              NaT
2023-09-15   7520111.3     0.304246         260 days

[239 rows x 3 columns]"
_trades,"   Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  EntryTime   ExitTime Duration
0  -227        54       86     43912.0    50600.0 -1518176.0  -0.152305 2022-12-19 2023-02-06  49 days
1   167        86      112     50701.2    42250.0 -1411350.4  -0.166686 2023-02-06 2023-03-15  37 days
2  -167       112      133     42165.5    51900.0 -1625661.5  -0.230864 2023-03-15 2023-04-13  29 days
3   104       133      171     52003.8    56300.0   446804.8   0.082613 2023-04-13 2023-06-12  60 days
4   104       171      224     56412.6    64400.0   830689.6   0.141589 2023-06-12 2023-08-28  77 days
5  -104       224      238     64271.2    56600.0   797804.8   0.119357 2023-08-28 2023-09-15  18 days"
