,0
Start,2023-07-21 11:15:00
End,2023-07-29 19:00:00
Duration,8 days 07:45:00
Exposure Time [%],93.75
Equity Final [$],8708.620504799996
Equity Peak [$],10000.0
Return [%],-12.913794952000043
Buy & Hold Return [%],-7.8947368421052575
Return (Ann.) [%],-99.56021616594765
Volatility (Ann.) [%],0.08609607319537224
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-13.368006952000055
Avg. Drawdown [%],-13.368006952000055
Max. Drawdown Duration,7 days 19:30:00
Avg. Drawdown Duration,7 days 19:30:00
# Trades,37
ticker,RANK-5-KRW-XEC
explain,# Explain RANK-5-KRW-XEC 
