Date,Open,High,Low,Close
2022-09-15,107100.0,107400.0,103200.0,103600.0
2022-09-16,102200.0,103500.0,99500.0,99700.0
2022-09-19,99800.0,102300.0,99500.0,100000.0
2022-09-20,101600.0,105000.0,101200.0,102000.0
2022-09-21,101400.0,105000.0,101000.0,104000.0
2022-09-22,102900.0,108600.0,102600.0,107900.0
2022-09-23,107900.0,107900.0,100100.0,101100.0
2022-09-26,98000.0,99700.0,92300.0,92300.0
2022-09-27,92300.0,95600.0,90100.0,95100.0
2022-09-28,94500.0,97600.0,91900.0,92100.0
2022-09-29,95200.0,95400.0,90800.0,90800.0
2022-09-30,89000.0,91600.0,86900.0,88100.0
2022-10-04,89600.0,92600.0,88700.0,92400.0
2022-10-05,95500.0,95600.0,91300.0,91400.0
2022-10-06,92500.0,96800.0,92500.0,96700.0
2022-10-07,95100.0,99100.0,94100.0,97000.0
2022-10-11,95000.0,99100.0,95000.0,98400.0
2022-10-12,99600.0,101200.0,98400.0,99500.0
2022-10-13,99800.0,104800.0,99600.0,104700.0
2022-10-14,106300.0,106900.0,104200.0,104800.0
2022-10-17,103800.0,109200.0,103600.0,109100.0
2022-10-18,110600.0,112400.0,102500.0,104800.0
2022-10-19,105300.0,109300.0,104900.0,106200.0
2022-10-20,105200.0,105200.0,100800.0,102000.0
2022-10-21,103700.0,109200.0,103100.0,106400.0
2022-10-24,107900.0,108300.0,105800.0,107000.0
2022-10-25,107300.0,108900.0,102300.0,103500.0
2022-10-26,104300.0,105400.0,103200.0,103300.0
2022-10-27,104600.0,110900.0,103500.0,110900.0
2022-10-28,109900.0,115300.0,108900.0,114400.0
2022-10-31,116700.0,117000.0,113200.0,115100.0
2022-11-01,116400.0,117900.0,114500.0,115500.0
2022-11-02,115200.0,115900.0,108100.0,109700.0
2022-11-03,106800.0,111900.0,106700.0,111600.0
2022-11-04,111000.0,112700.0,108700.0,110000.0
2022-11-07,110100.0,110200.0,107300.0,108700.0
2022-11-08,108900.0,109500.0,104600.0,108800.0
2022-11-09,109400.0,109800.0,107500.0,109100.0
2022-11-10,107100.0,109700.0,106800.0,106900.0
2022-11-11,111700.0,112900.0,109000.0,110600.0
2022-11-14,112000.0,117000.0,111800.0,115700.0
2022-11-15,117400.0,118800.0,115000.0,116600.0
2022-11-16,116800.0,116800.0,111100.0,112500.0
2022-11-17,112500.0,112500.0,109700.0,110800.0
2022-11-18,110800.0,111600.0,109000.0,109300.0
2022-11-21,109300.0,109300.0,104800.0,105400.0
2022-11-22,105100.0,106100.0,102300.0,102500.0
2022-11-23,103600.0,105400.0,103100.0,105300.0
2022-11-24,107200.0,108800.0,106700.0,108800.0
2022-11-25,109500.0,114900.0,108500.0,113400.0
2022-11-28,113300.0,113300.0,108900.0,109500.0
2022-11-29,109000.0,111000.0,108300.0,110500.0
2022-11-30,109700.0,113800.0,107500.0,113800.0
2022-12-01,116100.0,117000.0,114600.0,115100.0
2022-12-02,115300.0,115400.0,109500.0,109900.0
