Date,Open,High,Low,Close
2022-09-15,40350.0,40700.0,39650.0,39950.0
2022-09-16,39400.0,39950.0,39050.0,39150.0
2022-09-19,39150.0,39950.0,39150.0,39650.0
2022-09-20,40600.0,41500.0,39950.0,40700.0
2022-09-21,40000.0,42250.0,39850.0,42200.0
2022-09-22,41600.0,42300.0,40850.0,41000.0
2022-09-23,41400.0,41450.0,39500.0,39800.0
2022-09-26,39150.0,40100.0,39050.0,39200.0
2022-09-27,39050.0,41050.0,39050.0,41050.0
2022-09-28,40500.0,41300.0,39350.0,40650.0
2022-09-29,40950.0,41350.0,39750.0,39850.0
2022-09-30,40200.0,40200.0,37200.0,37350.0
2022-10-04,38000.0,39650.0,37500.0,39500.0
2022-10-05,39800.0,39800.0,35150.0,36150.0
2022-10-06,36700.0,37500.0,36200.0,37150.0
2022-10-07,36650.0,37450.0,36400.0,37000.0
2022-10-11,36000.0,37200.0,35250.0,35450.0
2022-10-12,35050.0,35850.0,34450.0,35750.0
2022-10-13,35400.0,35750.0,34100.0,35200.0
2022-10-14,35350.0,35950.0,35250.0,35350.0
2022-10-17,35100.0,35500.0,34100.0,35350.0
2022-10-18,35800.0,37300.0,35800.0,37200.0
2022-10-19,37650.0,37650.0,36700.0,36700.0
2022-10-20,36200.0,37200.0,36200.0,36800.0
2022-10-21,36850.0,37400.0,36300.0,37000.0
2022-10-24,37400.0,38400.0,36250.0,36850.0
2022-10-25,37250.0,37650.0,36400.0,37500.0
2022-10-26,37200.0,39300.0,37200.0,39000.0
2022-10-27,39400.0,40800.0,39100.0,40350.0
2022-10-28,39850.0,40900.0,39850.0,40450.0
2022-10-31,40200.0,40750.0,39700.0,39800.0
2022-11-01,40150.0,40900.0,39550.0,40300.0
2022-11-02,39650.0,40600.0,39650.0,40250.0
2022-11-03,39800.0,40350.0,38900.0,39850.0
2022-11-04,39650.0,41500.0,39650.0,40500.0
2022-11-07,40100.0,41100.0,40100.0,40550.0
2022-11-08,40950.0,41450.0,40350.0,40800.0
2022-11-09,41450.0,41450.0,40600.0,40950.0
2022-11-10,41350.0,41500.0,40350.0,40350.0
2022-11-11,41100.0,41950.0,41000.0,41800.0
2022-11-14,42050.0,42200.0,40600.0,40600.0
2022-11-15,41150.0,41350.0,40200.0,41000.0
2022-11-16,41300.0,41550.0,40300.0,41400.0
2022-11-17,41550.0,42200.0,40900.0,41050.0
2022-11-18,40600.0,41150.0,40250.0,40550.0
2022-11-21,40500.0,40550.0,39550.0,40300.0
2022-11-22,40650.0,40650.0,39450.0,39550.0
2022-11-23,39150.0,39950.0,39000.0,39750.0
2022-11-24,39950.0,40400.0,39500.0,40050.0
2022-11-25,40350.0,40350.0,39500.0,39950.0
2022-11-28,39650.0,39850.0,38100.0,39500.0
2022-11-29,39500.0,41750.0,39300.0,39900.0
2022-11-30,39700.0,40900.0,39500.0,40650.0
2022-12-01,40600.0,40950.0,40350.0,40850.0
