,0
Start,2023-03-30 09:00:00
End,2023-09-16 09:00:00
Duration,170 days 00:00:00
Exposure Time [%],82.45614035087719
Equity Final [$],8808101.990000002
Equity Peak [$],11994612.4
Return [%],-11.91898009999998
Buy & Hold Return [%],-39.23705722070845
Return (Ann.) [%],-23.73045029326026
Volatility (Ann.) [%],40.10785173412809
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-41.0459598511078
Avg. Drawdown [%],-10.057088823869991
Max. Drawdown Duration,128 days 00:00:00
Avg. Drawdown Duration,28 days 00:00:00
# Trades,9
ticker,RANK_5_[LH9.85_HL-53.05]_KRW-ARB
explain,# Explain RANK_5_[LH9.85_HL-53.05]_KRW-ARB 
