ticker_,LH상승률,rsi,매수/매도,curprice_,ma0,ma1,ma2,ma3,ma4,ma5,ma6,ma7,ma8,gentime,type_,count_,high_slider_,row_slider_,rsi,MA120,MA60,MA30,MA20,MA15,MA10,MA5,MA3
엘앤에프,62.42,32.11678832116788,,12,ma_120,ma_005,ma_010,ma_003,ma_015,[cp],ma_060,ma_020,ma_030,20230517-11:26:03,minute240,150,80,25,32.11678832116788,234917.5,268391.667,283700.0,268700.0,254133.333,247300.0,245100.0,250833.333
