Date,Close,High
2022-06-25 09:00:00,56.2,60.8
2022-06-26 09:00:00,53.7,58.4
2022-06-27 09:00:00,55.3,55.9
2022-06-28 09:00:00,52.8,56.3
2022-06-29 09:00:00,51.8,53.7
2022-06-30 09:00:00,50.1,52.1
2022-07-01 09:00:00,50.7,52.8
2022-07-02 09:00:00,64.0,75.5
2022-07-03 09:00:00,56.7,63.6
2022-07-04 09:00:00,54.8,57.1
2022-07-05 09:00:00,53.0,55.3
2022-07-06 09:00:00,53.3,53.8
2022-07-07 09:00:00,54.2,54.4
2022-07-08 09:00:00,54.4,56.9
2022-07-09 09:00:00,55.0,56.0
2022-07-10 09:00:00,53.4,55.2
2022-07-11 09:00:00,50.4,54.4
2022-07-12 09:00:00,50.2,52.5
2022-07-13 09:00:00,51.0,51.5
2022-07-14 09:00:00,52.5,52.7
2022-07-15 09:00:00,53.5,57.0
2022-07-16 09:00:00,54.9,55.8
2022-07-17 09:00:00,53.6,55.5
2022-07-18 09:00:00,58.7,60.5
2022-07-19 09:00:00,68.5,87.5
2022-07-20 09:00:00,63.0,73.5
2022-07-21 09:00:00,64.4,67.6
2022-07-22 09:00:00,62.8,66.7
2022-07-23 09:00:00,66.4,71.9
2022-07-24 09:00:00,64.4,67.0
2022-07-25 09:00:00,59.9,64.5
2022-07-26 09:00:00,59.2,60.1
2022-07-27 09:00:00,63.3,64.9
2022-07-28 09:00:00,64.8,66.2
2022-07-29 09:00:00,65.7,68.1
2022-07-30 09:00:00,65.2,68.4
2022-07-31 09:00:00,65.4,72.3
2022-08-01 09:00:00,68.2,69.0
2022-08-02 09:00:00,65.4,69.4
2022-08-03 09:00:00,66.5,67.8
2022-08-04 09:00:00,67.3,67.7
2022-08-05 09:00:00,69.9,69.9
2022-08-06 09:00:00,69.0,75.9
2022-08-07 09:00:00,68.2,69.7
2022-08-08 09:00:00,69.2,70.1
2022-08-09 09:00:00,66.0,69.6
2022-08-10 09:00:00,68.6,68.9
2022-08-11 09:00:00,70.6,86.5
2022-08-12 09:00:00,74.0,76.3
2022-08-13 09:00:00,72.7,74.2
2022-08-14 09:00:00,72.1,74.5
2022-08-15 09:00:00,71.4,74.1
2022-08-16 09:00:00,70.0,71.9
2022-08-17 09:00:00,68.3,71.6
2022-08-18 09:00:00,66.8,68.9
2022-08-19 09:00:00,62.0,67.4
2022-08-20 09:00:00,62.7,64.5
2022-08-21 09:00:00,63.4,63.9
2022-08-22 09:00:00,62.2,63.6
2022-08-23 09:00:00,63.3,65.8
2022-08-24 09:00:00,63.0,65.7
2022-08-25 09:00:00,64.8,68.0
2022-08-26 09:00:00,60.8,67.2
2022-08-27 09:00:00,61.9,64.2
2022-08-28 09:00:00,59.5,63.0
2022-08-29 09:00:00,61.0,61.3
2022-08-30 09:00:00,59.9,66.8
2022-08-31 09:00:00,60.4,64.5
2022-09-01 09:00:00,60.5,62.4
2022-09-02 09:00:00,60.9,63.6
2022-09-03 09:00:00,60.3,60.8
2022-09-04 09:00:00,60.6,61.0
2022-09-05 09:00:00,60.2,62.3
2022-09-06 09:00:00,57.5,61.2
2022-09-07 09:00:00,59.1,60.7
2022-09-08 09:00:00,61.4,61.9
2022-09-09 09:00:00,63.6,63.7
2022-09-10 09:00:00,62.9,64.0
2022-09-11 09:00:00,64.5,68.0
2022-09-12 09:00:00,64.3,67.4
2022-09-13 09:00:00,59.6,66.0
2022-09-14 09:00:00,59.9,60.9
2022-09-15 09:00:00,58.2,60.2
2022-09-16 09:00:00,59.3,60.4
2022-09-17 09:00:00,60.0,60.4
2022-09-18 09:00:00,56.1,60.4
2022-09-19 09:00:00,57.4,58.0
2022-09-20 09:00:00,56.9,58.0
2022-09-21 09:00:00,55.7,58.8
2022-09-22 09:00:00,58.9,59.1
2022-09-23 09:00:00,59.5,60.2
2022-09-24 09:00:00,58.4,61.0
2022-09-25 09:00:00,57.2,59.5
2022-09-26 09:00:00,57.6,57.8
2022-09-27 09:00:00,58.0,59.4
2022-09-28 09:00:00,58.1,60.7
2022-09-29 09:00:00,59.3,61.0
2022-09-30 09:00:00,58.7,59.8
2022-10-01 09:00:00,58.3,60.4
2022-10-02 09:00:00,57.2,59.1
2022-10-03 09:00:00,58.6,61.4
2022-10-04 09:00:00,59.1,60.6
2022-10-05 09:00:00,59.1,60.4
2022-10-06 09:00:00,58.2,59.5
2022-10-07 09:00:00,58.2,58.5
2022-10-08 09:00:00,58.7,59.3
2022-10-09 09:00:00,58.7,59.1
2022-10-10 09:00:00,57.3,60.4
2022-10-11 09:00:00,56.6,57.4
2022-10-12 09:00:00,56.6,56.9
2022-10-13 09:00:00,55.2,56.6
2022-10-14 09:00:00,54.7,56.4
2022-10-15 09:00:00,55.3,55.6
2022-10-16 09:00:00,55.6,56.3
2022-10-17 09:00:00,56.1,56.3
2022-10-18 09:00:00,55.7,57.6
2022-10-19 09:00:00,53.7,55.7
2022-10-20 09:00:00,53.3,54.5
2022-10-21 09:00:00,53.5,53.8
2022-10-22 09:00:00,53.6,54.9
2022-10-23 09:00:00,54.4,54.6
2022-10-24 09:00:00,54.0,54.8
2022-10-25 09:00:00,54.7,55.4
2022-10-26 09:00:00,55.0,56.2
2022-10-27 09:00:00,55.2,56.3
2022-10-28 09:00:00,56.2,56.4
2022-10-29 09:00:00,55.7,56.9
2022-10-30 09:00:00,55.1,56.7
2022-10-31 09:00:00,54.9,56.3
2022-11-01 09:00:00,54.8,56.1
2022-11-02 09:00:00,53.7,54.9
2022-11-03 09:00:00,55.3,55.8
2022-11-04 09:00:00,57.3,59.6
2022-11-05 09:00:00,56.6,58.9
2022-11-06 09:00:00,55.5,57.7
2022-11-07 09:00:00,55.2,56.4
2022-11-08 09:00:00,50.0,55.5
2022-11-09 09:00:00,42.0,50.5
2022-11-10 09:00:00,48.2,50.0
2022-11-11 09:00:00,47.3,49.1
2022-11-12 09:00:00,44.4,47.4
2022-11-13 09:00:00,43.4,46.4
2022-11-14 09:00:00,42.7,43.4
2022-11-15 09:00:00,44.5,45.0
2022-11-16 09:00:00,43.7,45.2
2022-11-17 09:00:00,43.5,43.9
2022-11-18 09:00:00,43.8,44.3
2022-11-19 09:00:00,45.6,50.8
2022-11-20 09:00:00,42.9,48.0
2022-11-21 09:00:00,45.7,57.1
2022-11-22 09:00:00,44.9,45.9
2022-11-23 09:00:00,45.6,46.2
2022-11-24 09:00:00,46.8,50.0
2022-11-25 09:00:00,44.6,47.0
2022-11-26 09:00:00,45.0,46.3
2022-11-27 09:00:00,44.2,45.0
