종목코드,ISU_CD,종목명,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
010130,KR7010130003,고려아연,KOSPI,,632000,1,1000,0.16,631000,636000,627000,16406,10338399000,12553515856000,19863158,STK
015760,KR7015760002,한국전력,KOSPI,,19200,2,-200,-1.03,19500,19700,19100,531105,10288509500,12325710278400,641964077,STK
086790,KR7086790003,하나금융지주,KOSPI,,41000,2,-250,-0.61,41400,41450,41000,141678,5835121150,12132042516000,295903476,STK
247540,KR7247540008,에코프로비엠,KOSDAQ,우량기업부,116500,1,800,0.69,117400,118800,115000,691890,80907892300,11393856576000,97801344,KSQ
017670,KR7017670001,SK텔레콤,KOSPI,,50100,3,0,0.0,50300,50400,50100,85730,4304071400,10963540514400,218833144,STK
034020,KR7034020008,두산에너빌리티,KOSPI,,16900,3,0,0.0,17000,17200,16700,2447873,41488530450,10787405757700,638308033,STK
259960,KR7259960003,크래프톤,KOSPI,,219500,2,-5000,-2.23,224000,226500,218500,57018,12661129000,10771313877500,49072045,STK
091990,KR7091990002,셀트리온헬스케어,KOSDAQ,우량기업부,67600,1,300,0.45,67400,68100,67300,189838,12858928900,10697180967200,158242322,KSQ
011200,KR7011200003,HMM,KOSPI,,21700,1,400,1.88,21400,21800,21200,700652,15101223250,10612157063200,489039496,STK
009150,KR7009150004,삼성전기,KOSPI,,142000,1,2000,1.43,140000,143500,140000,151082,21397692500,10606504832000,74693696,STK
329180,KR7329180004,현대중공업,KOSPI,,115500,1,500,0.43,115500,118500,114500,81460,9489173500,10253294898000,88773116,STK
051900,KR7051900009,LG생활건강,KOSPI,,655000,1,3000,0.46,655000,667000,647000,23955,15729668000,10229919035000,15618197,STK
018260,KR7018260000,삼성에스디에스,KOSPI,,129000,1,1000,0.78,129000,129500,128000,14473,1864001000,9981736200000,77377800,STK
010950,KR7010950004,S-Oil,KOSPI,,88600,2,-1200,-1.34,89900,90100,87500,168141,14935711600,9974835371200,112582792,STK
036570,KR7036570000,엔씨소프트,KOSPI,,448500,1,6500,1.47,447000,452000,444000,41757,18708858000,9846378867000,21954022,STK
003490,KR7003490000,대한항공,KOSPI,,26000,1,200,0.78,25750,26150,25500,499566,12931663500,9573737186000,368220661,STK
009830,KR7009830001,한화솔루션,KOSPI,,50000,1,100,0.2,50300,50600,49650,477725,23951701100,9563924850000,191278497,STK
030200,KR7030200000,KT,KOSPI,,36400,2,-300,-0.82,36750,36800,36300,173565,6339861950,9504469811200,261111808,STK
000810,KR7000810002,삼성화재,KOSPI,,196500,2,-3500,-1.75,201000,201000,195500,29454,5815818000,9309155470500,47374837,STK
316140,KR7316140003,우리금융지주,KOSPI,,11900,3,0,0.0,11950,12050,11900,542552,6494984200,8663920533100,728060549,STK
066970,KR7066970005,엘앤에프,KOSDAQ,중견기업부,230700,1,1700,0.74,229200,232300,228000,176330,40627738600,8288962411200,35929616,KSQ
377300,KR7377300009,카카오페이,KOSPI,,61700,2,-1000,-1.59,63000,64100,59900,1622441,100269563800,8187624243500,132700555,STK
024110,KR7024110009,기업은행,KOSPI,,10700,2,-50,-0.47,10750,10800,10650,81486,873560400,7964016280900,744300587,STK
011070,KR7011070000,LG이노텍,KOSPI,,324000,1,8000,2.53,318000,327000,317500,120202,38758054000,7668142668000,23667107,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,98400,1,4100,4.35,95300,99500,95200,306684,30068677300,7555550126400,76784046,STK
090430,KR7090430000,아모레퍼시픽,KOSPI,,123000,1,2000,1.65,122000,124500,121500,107788,13226629500,7194609357000,58492759,STK
086280,KR7086280005,현대글로비스,KOSPI,,181500,3,0,0.0,183000,183000,180000,12268,2224178500,6806250000000,37500000,STK
011170,KR7011170008,롯데케미칼,KOSPI,,189000,1,1500,0.8,187500,192000,184500,97838,18456680000,6478054191000,34275419,STK
383220,KR7383220001,F&F,KOSPI,,159500,1,2500,1.59,158000,162500,156500,84557,13517618500,6109978462500,38307075,STK
097950,KR7097950000,CJ제일제당,KOSPI,,395500,2,-21500,-5.16,413000,413500,395000,74484,29720566000,5953930563000,15054186,STK
326030,KR7326030004,SK바이오팜,KOSPI,,73700,1,2800,3.95,71200,74400,71100,104522,7674432900,5771686525000,78313250,STK
352820,KR7352820005,하이브,KOSPI,,137000,1,1500,1.11,134500,139000,134500,40167,5501506500,5665414019000,41353387,STK
402340,KR7402340004,SK스퀘어,KOSPI,,39850,2,-650,-1.6,40550,40700,39750,92333,3712394950,5637482704350,141467571,STK
009540,KR7009540006,한국조선해양,KOSPI,,76500,2,-400,-0.52,76900,77700,76200,45813,3529537700,5414143374000,70773116,STK
034220,KR7034220004,LG디스플레이,KOSPI,,14800,1,150,1.02,14750,14850,14650,371535,5489041100,5295672360000,357815700,STK
032640,KR7032640005,LG유플러스,KOSPI,,11900,2,-50,-0.42,12000,12050,11850,308354,3670721950,5195675195900,436611361,STK
035250,KR7035250000,강원랜드,KOSPI,,24250,3,0,0.0,24350,24400,24200,174577,4244584650,5188057125000,213940500,STK
028050,KR7028050003,삼성엔지니어링,KOSPI,,26250,2,-100,-0.38,26500,26650,26000,345149,9079512300,5145000000000,196000000,STK
267250,KR7267250009,HD현대,KOSPI,,61600,2,-800,-1.28,62800,62800,61600,26253,1627219500,4865974036000,78993085,STK
010140,KR7010140002,삼성중공업,KOSPI,,5470,2,-10,-0.18,5500,5530,5460,716065,3931657080,4813600000000,880000000,STK
018880,KR7018880005,한온시스템,KOSPI,,8940,2,-60,-0.67,8990,9000,8840,341045,3035351630,4772172000000,533800000,STK
000720,KR7000720003,현대건설,KOSPI,,42850,2,-700,-1.61,43450,44000,42850,329395,14310759050,4771594530250,111355765,STK
088980,KR7088980008,맥쿼리인프라,KOSPI,,11450,2,-50,-0.43,11500,11500,11400,123278,1413122850,4635481513150,404845547,STK
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,64300,1,500,0.78,63900,65900,63400,241580,15634615900,4584435165600,71297592,STK
011780,KR7011780004,금호석유,KOSPI,,154000,1,500,0.33,155000,155500,153000,14628,2254488500,4514404048000,29314312,STK
047810,KR7047810007,한국항공우주,KOSPI,,46150,1,100,0.22,46200,46450,45850,214401,9900838650,4498476188050,97475107,STK
078930,KR7078930005,GS,KOSPI,,48150,2,-400,-0.82,48700,48700,48000,19876,961088700,4473875450700,92915378,STK
004020,KR7004020004,현대제철,KOSPI,,33450,1,150,0.45,33300,33900,33000,142563,4767521950,4463761508250,133445785,STK
011790,KR7011790003,SKC,KOSPI,,114000,2,-500,-0.44,114500,115500,113000,63585,7253803000,4316985972000,37868298,STK
000100,KR7000100008,유한양행,KOSPI,,58700,1,700,1.21,58300,59500,58000,71234,4200618500,4298687641200,73231476,STK
251270,KR7251270005,넷마블,KOSPI,,49800,1,1350,2.79,48950,50300,48750,65763,3265393000,4280484399600,85953502,STK
021240,KR7021240007,코웨이,KOSPI,,57900,1,500,0.87,58100,58400,57600,30213,1752796600,4272997940100,73799619,STK
161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,34100,2,-150,-0.44,34500,34550,33850,45973,1566121100,4224139852900,123875069,STK
271560,KR7271560005,오리온,KOSPI,,106500,1,2000,1.91,105500,106500,104500,30900,3268206500,4210598058000,39536132,STK
006800,KR7006800007,미래에셋증권,KOSPI,,6810,1,10,0.15,6850,6860,6740,169626,1153710700,4190304738480,615316408,STK
028300,KR7028300002,HLB,KOSDAQ,중견기업부,37700,2,-1350,-3.46,38000,38300,37600,265429,10065286500,4030261233700,106903481,KSQ
005830,KR7005830005,DB손해보험,KOSPI,,56600,2,-1100,-1.91,57800,58000,56300,48639,2769110900,4007280000000,70800000,STK
000060,KR7000060004,메리츠화재,KOSPI,,34600,1,350,1.02,34450,35700,34300,50779,1784205950,3936891800000,113783000,STK
241560,KR7241560002,두산밥캣,KOSPI,,37650,1,1000,2.73,37000,37850,36750,111354,4172747550,3774381099900,100249166,STK
029780,KR7029780004,삼성카드,KOSPI,,31900,1,50,0.16,32150,32200,31750,10285,328541350,3695898622900,115858891,STK
138040,KR7138040001,메리츠금융지주,KOSPI,,28800,1,100,0.35,28900,30400,28700,147860,4404087300,3674068473600,127571822,STK
137310,KR7137310009,에스디바이오센서,KOSPI,,35050,1,250,0.72,35050,35400,34450,123399,4315586350,3619660922650,103271353,STK
293490,KR7293490009,카카오게임즈,KOSDAQ,우량기업부,43900,1,300,0.69,43400,44300,43150,250824,10957786400,3611249954100,82260819,KSQ
010620,KR7010620003,현대미포조선,KOSPI,,89900,2,-100,-0.11,90100,91300,89400,126526,11411364700,3590799195100,39942149,STK
012450,KR7012450003,한화에어로스페이스,KOSPI,,70800,2,-100,-0.14,71400,71400,70400,188273,13353033400,3584604000000,50630000,STK
004990,KR7004990008,롯데지주,KOSPI,,33550,1,50,0.15,33850,34000,33500,74057,2500093000,3519704901350,104909237,STK
086520,KR7086520004,에코프로,KOSDAQ,우량기업부,132500,2,-2600,-1.92,136300,136300,131800,298450,39768366500,3319324280000,25051504,KSQ
282330,KR7282330000,BGF리테일,KOSPI,,190000,1,7500,4.11,185000,191000,184500,17664,3323824500,3283942140000,17283906,STK
128940,KR7128940004,한미약품,KOSPI,,266000,2,-500,-0.19,267000,270000,263000,8338,2223164500,3276580286000,12317971,STK
307950,KR7307950006,현대오토에버,KOSPI,,118000,2,-500,-0.42,119500,119500,117500,14136,1669814000,3236029876000,27423982,STK
036460,KR7036460004,한국가스공사,KOSPI,,35000,2,-100,-0.28,35100,35450,35000,77091,2711702600,3230955000000,92313000,STK
005940,KR7005940002,NH투자증권,KOSPI,,9540,2,-60,-0.63,9650,9650,9540,83311,797904790,3164092886340,331665921,STK
071050,KR7071050009,한국금융지주,KOSPI,,56700,2,-300,-0.53,57000,57300,56500,36975,2101433200,3159663746400,55725992,STK
016360,KR7016360000,삼성증권,KOSPI,,34750,2,-200,-0.57,34950,35150,34650,80579,2808898600,3103175000000,89300000,STK
005387,KR7005382007,현대차2우B,KOSPI,,84200,2,-1000,-1.17,85100,85100,83400,12955,1090663900,3072074974200,36485451,STK
003410,KR7003410008,쌍용C&E,KOSPI,,6080,2,-70,-1.14,6160,6180,6050,130265,796450560,3063466337600,503859595,STK
020150,KR7020150009,일진머티리얼즈,KOSPI,,65900,2,-1400,-2.08,66600,66900,64800,213971,14046039000,3038704026500,46110835,STK
112610,KR7112610001,씨에스윈드,KOSPI,,70600,1,700,1.0,69900,71200,69300,106037,7442836100,2977301051800,42171403,STK
007070,KR7007070006,GS리테일,KOSPI,,28350,1,50,0.18,28350,28650,28250,28300,803192150,2968753088700,104717922,STK
028670,KR7028670008,팬오션,KOSPI,,5470,1,220,4.19,5300,5480,5250,1453057,7835022680,2924095230640,534569512,STK
008560,KR7008560005,메리츠증권,KOSPI,,4450,2,-10,-0.22,4525,4575,4425,398784,1800229725,2846712076550,639710579,STK
008770,KR7008770000,호텔신라,KOSPI,,71900,2,-100,-0.14,71700,72300,71600,55594,3998499400,2821939899900,39248121,STK
047050,KR7047050000,포스코인터내셔널,KOSPI,,22700,1,50,0.22,22650,22950,22500,132701,3015346950,2800615882300,123375149,STK
064350,KR7064350002,현대로템,KOSPI,,25500,1,250,0.99,25550,25950,25400,901862,23158264600,2783128471500,109142293,STK
263750,KR7263750002,펄어비스,KOSDAQ,우량기업부,42800,1,900,2.15,41750,43100,41700,156256,6649351650,2749294594000,64235855,KSQ
180640,KR7180640005,한진칼,KOSPI,,40950,1,350,0.86,41150,41150,40200,25699,1045974200,2733895546200,66761796,STK
030000,KR7030000004,제일기획,KOSPI,,23700,2,-50,-0.21,23900,23950,23650,39965,948178850,2726477032500,115041225,STK
068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,70800,1,1000,1.43,70300,71900,70300,32068,2278865900,2668148763600,37685717,KSQ
139480,KR7139480008,이마트,KOSPI,,93700,1,700,0.75,94000,94000,93200,16740,1567991800,2611964240300,27875819,STK
023530,KR7023530009,롯데쇼핑,KOSPI,,90300,2,-300,-0.33,91200,91300,90300,11181,1016376600,2554474576500,28288755,STK
278280,KR7278280003,천보,KOSDAQ,우량기업부,254900,1,9400,3.83,248500,260000,246800,83153,21101373900,2549000000000,10000000,KSQ
010060,KR7010060002,OCI,KOSPI,,106500,1,1500,1.43,105500,107000,105000,115536,12225953000,2539958011500,23849371,STK
001450,KR7001450006,현대해상,KOSPI,,28400,2,-700,-2.41,29100,29200,28350,294967,8475314950,2538960000000,89400000,STK
051915,KR7051911006,LG화학우,KOSPI,,328500,2,-6500,-1.94,336000,336500,327000,4426,1465901000,2525770800000,7688800,STK
012750,KR7012750006,에스원,KOSPI,,64900,2,-400,-0.61,65500,65500,64800,10004,651312600,2466146652200,37999178,STK
052690,KR7052690005,한전기술,KOSPI,,63800,2,-200,-0.31,64600,65500,63500,142559,9192733500,2438436000000,38220000,STK
002790,KR7002790004,아모레G,KOSPI,,29550,1,300,1.03,29450,29800,29250,58250,1717221050,2436639219000,82458180,STK
039490,KR7039490008,키움증권,KOSPI,,92500,1,800,0.87,92000,93500,91800,14473,1344143100,2425304952500,26219513,STK
204320,KR7204320006,HL만도,KOSPI,,50500,2,-500,-0.98,51400,51400,50300,50734,2569854800,2371334560000,46957120,STK
014680,KR7014680003,한솔케미칼,KOSPI,,209000,1,7000,3.47,204000,211500,203000,30632,6375862000,2369055755000,11335195,STK
008930,KR7008930000,한미사이언스,KOSPI,,34350,1,400,1.18,34300,34650,34150,20663,710881750,2357223545400,68623684,STK
336260,KR7336260005,두산퓨얼셀,KOSPI,,35950,2,-300,-0.83,35950,36650,34850,284888,10207300750,2354499449700,65493726,STK
001440,KR7001440007,대한전선,KOSPI,,1855,2,-55,-2.88,1910,1910,1835,14779943,27628505685,2308497431695,1244473009,STK
272210,KR7272210006,한화시스템,KOSPI,,12200,1,500,4.27,11700,12200,11650,457583,5488762100,2304816545800,188919389,STK
001040,KR7001040005,CJ,KOSPI,,78300,1,1400,1.82,77800,79100,77300,12441,975197600,2284558943400,29176998,STK
058470,KR7058470006,리노공업,KOSDAQ,우량기업부,149200,1,3300,2.26,145900,149200,143800,20870,3063338400,2274161604000,15242370,KSQ
002380,KR7002380004,KCC,KOSPI,,254500,2,-500,-0.2,255000,258000,252500,7418,1891641500,2261606869500,8886471,STK
006260,KR7006260004,LS,KOSPI,,69400,1,1200,1.76,68800,70600,67700,88869,6217901500,2234680000000,32200000,STK
026960,KR7026960005,동서,KOSPI,,22150,2,-50,-0.23,22400,22450,22100,8506,189999850,2208355000000,99700000,STK
138930,KR7138930003,BNK금융지주,KOSPI,,6760,3,0,0.0,6760,6820,6710,538690,3652436400,2203322262960,325935246,STK
111770,KR7111770004,영원무역,KOSPI,,49250,2,-2050,-4.0,51700,51700,49050,101461,5080025700,2182339799000,44311468,STK
000990,KR7000990002,DB하이텍,KOSPI,,48850,1,3250,7.13,46250,49000,46100,1408054,67225388600,2168871023800,44398588,STK
000880,KR7000880005,한화,KOSPI,,28600,1,150,0.53,28700,29050,28550,58143,1676432950,2143819821000,74958735,STK
004170,KR7004170007,신세계,KOSPI,,217000,2,-1000,-0.46,218000,218000,216000,16582,3595152000,2136404277000,9845181,STK
006360,KR7006360002,GS건설,KOSPI,,24150,1,250,1.05,24000,24500,23800,336181,8138066300,2066792983500,85581490,STK
035900,KR7035900000,JYP Ent.,KOSDAQ,우량기업부,57800,1,1000,1.76,57900,59600,57600,408858,23993825400,2051755037600,35497492,KSQ
042660,KR7042660001,대우조선해양,KOSPI,,19050,1,250,1.33,18800,19150,18650,105880,2004959750,2043887244450,107290669,STK
000120,KR7000120006,CJ대한통운,KOSPI,,89500,2,-500,-0.56,91000,91000,89300,16426,1474911100,2041704788000,22812344,STK
005385,KR7005381009,현대차우,KOSPI,,83300,2,-500,-0.6,83800,84000,83200,4347,362841900,2028911860500,24356685,STK
081660,KR7081660003,휠라홀딩스,KOSPI,,33300,2,-1000,-2.92,34000,34350,33300,96799,3279031350,2023048992600,60752222,STK
047040,KR7047040001,대우건설,KOSPI,,4860,1,20,0.41,4875,4900,4840,271839,1325151840,2019926020680,415622638,STK
088350,KR7088350004,한화생명,KOSPI,,2325,2,-20,-0.85,2355,2380,2325,708944,1663287670,2019332250000,868530000,STK
196170,KR7196170005,알테오젠,KOSDAQ,기술성장기업부,39100,1,1200,3.17,37500,39700,37400,234784,9124800450,2014378042000,51518620,KSQ
079550,KR7079550000,LIG넥스원,KOSPI,,90800,2,-1200,-1.3,92200,92300,90300,108393,9879873600,1997600000000,22000000,STK
005070,KR7005070008,코스모신소재,KOSPI,,64700,2,-1400,-2.12,66000,66400,64600,146885,9594410700,1983103913200,30650756,STK
253450,KR7253450001,스튜디오드래곤,KOSDAQ,우량기업부,65800,1,700,1.08,65400,66000,65200,27127,1780858300,1974933373000,30014185,KSQ
004370,KR7004370003,농심,KOSPI,,318000,3,0,0.0,320000,322500,314000,9194,2920943000,1934280156000,6082642,STK
000080,KR7000080002,하이트진로,KOSPI,,27050,2,-50,-0.18,27300,27300,26600,51539,1395196000,1897114177550,70133611,STK
112040,KR7112040001,위메이드,KOSDAQ,우량기업부,54500,1,200,0.37,54800,55200,53400,229441,12463815100,1841934429000,33796962,KSQ
035760,KR7035760008,CJ ENM,KOSDAQ,우량기업부,82900,1,1400,1.72,81500,83200,81300,22659,1873438400,1817926866600,21929154,KSQ
096530,KR7096530001,씨젠,KOSDAQ,우량기업부,34650,3,0,0.0,34300,34900,34300,234017,8092355100,1809630692100,52225994,KSQ
007310,KR7007310006,오뚜기,KOSPI,,447500,2,-6000,-1.32,453500,456500,447500,1339,604528500,1793503925000,4007830,STK
017390,KR7017390006,서울가스,KOSPI,,358000,1,9000,2.58,350000,359500,350000,4276,1527225000,1790000000000,5000000,STK
298050,KR7298050006,효성첨단소재,KOSPI,,399500,1,6000,1.52,400000,408500,396500,25846,10377676000,1789739226000,4479948,STK
069620,KR7069620003,대웅제약,KOSPI,,153500,2,-1000,-0.65,156000,156000,153000,9730,1503121000,1778539262500,11586575,STK
393890,KR7393890009,더블유씨피,KOSDAQ,기술성장기업부,52700,2,-300,-0.57,54000,54600,52000,83950,4471026900,1775806498600,33696518,KSQ
005290,KR7005290002,동진쎄미켐,KOSDAQ,우량기업부,34500,1,1750,5.34,33000,34600,33000,652981,22237462050,1773800043000,51414494,KSQ
285130,KR7285130001,SK케미칼,KOSPI,,102000,1,1000,0.99,101500,104000,99900,37340,3799929400,1757591682000,17231291,STK
001570,KR7001570001,금양,KOSPI,,30000,2,-850,-2.76,31350,31400,29300,1728872,52407083100,1741501110000,58050037,STK
011210,KR7011210002,현대위아,KOSPI,,63200,2,-500,-0.78,64000,64100,62900,30442,1925170100,1718729245600,27195083,STK
357780,KR7357780006,솔브레인,KOSDAQ,중견기업부,217800,1,3600,1.68,213800,217900,213400,3910,843093100,1694171674800,7778566,KSQ
016710,KR7016710006,대성홀딩스,KOSPI,,104500,2,-1000,-0.95,105500,105500,102500,42513,4415499500,1681348465500,16089459,STK
019170,KR7019170000,신풍제약,KOSPI,,31100,1,3750,13.71,27600,32000,27050,5082369,153238634550,1647833189000,52984990,STK
006280,KR7006280002,녹십자,KOSPI,,140000,1,6000,4.48,134500,141000,134000,32721,4524968000,1636115320000,11686538,STK
004000,KR7004000006,롯데정밀화학,KOSPI,,62900,2,-100,-0.16,63200,63400,62300,15940,1004101200,1622820000000,25800000,STK
010120,KR7010120004,LS ELECTRIC,KOSPI,,53500,3,0,0.0,53100,53800,53000,23693,1264061100,1605000000000,30000000,STK
041510,KR7041510009,에스엠,KOSDAQ,우량기업부,66600,1,800,1.22,66700,67900,66400,315485,21172598600,1584840306600,23796401,KSQ
048260,KR7048260004,오스템임플란트,KOSDAQ,투자주의환기종목(소속부없음),110400,1,2100,1.94,108500,112700,108500,39405,4361235500,1577143156800,14285717,KSQ
051600,KR7051600005,한전KPS,KOSPI,,34750,1,200,0.58,34900,35300,34650,72905,2552078950,1563750000000,45000000,STK
001120,KR7001120005,LX인터내셔널,KOSPI,,40250,2,-100,-0.25,40400,40700,40050,59292,2390638200,1560090000000,38760000,STK
004800,KR7004800009,효성,KOSPI,,73900,3,0,0.0,73900,74300,73500,11236,830349800,1557148747500,21071025,STK
298020,KR7298020009,효성티앤씨,KOSPI,,358000,1,5500,1.56,355500,364500,351000,31794,11403381000,1549310156000,4327682,STK
042670,KR7042670000,현대두산인프라코어,KOSPI,,7830,1,60,0.77,7900,7910,7700,2307141,18037954540,1548487508130,197763411,STK
108320,KR7108320003,LX세미콘,KOSPI,,94300,1,1400,1.51,92400,94700,91700,53950,5029273300,1533723490000,16264300,STK
000150,KR7000150003,두산,KOSPI,,92600,1,1400,1.54,94100,94700,92300,56019,5233260400,1530107121000,16523835,STK
034230,KR7034230003,파라다이스,KOSDAQ,중견기업부,16750,1,100,0.6,16650,16800,16550,152715,2550372850,1523289756000,90942672,KSQ
365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,127100,2,-2700,-2.08,130700,130700,126500,107273,13733461300,1515708044900,11925319,KSQ
375500,KR7375500006,DL이앤씨,KOSPI,,38850,1,500,1.3,38750,39350,38250,30905,1204621950,1503247253550,38693623,STK
237690,KR7237690003,에스티팜,KOSDAQ,벤처기업부,79800,1,300,0.38,80000,80600,79000,19151,1529720600,1500940245000,18808775,KSQ
000670,KR7000670000,영풍,KOSPI,,810000,3,0,0.0,799000,810000,792000,6224,4991302000,1492052400000,1842040,STK
175330,KR7175330000,JB금융지주,KOSPI,,7500,1,70,0.94,7430,7540,7410,121542,911342250,1477371705000,196982894,STK
003620,KR7003620002,쌍용차,KOSPI,,8760,0,0,0.0,0,0,0,0,0,1457789145360,166414286,STK
078600,KR7078600004,대주전자재료,KOSDAQ,우량기업부,94100,2,-800,-0.84,94000,96000,93300,58344,5514718400,1456723801300,15480593,KSQ
267260,KR7267260008,현대일렉트릭,KOSPI,,40050,1,1900,4.98,38450,40400,38200,234079,9276640650,1443687756750,36047135,STK
240810,KR7240810002,원익IPS,KOSDAQ,우량기업부,29300,1,800,2.81,28500,29300,28450,68429,1979955450,1438158299300,49083901,KSQ
145020,KR7145020004,휴젤,KOSDAQ,우량기업부,115300,2,-1000,-0.86,116000,116600,115000,5911,683533500,1428042961500,12385455,KSQ
025900,KR7025900002,동화기업,KOSDAQ,우량기업부,70200,1,300,0.43,71000,73700,69600,113119,8077663400,1418289420600,20203553,KSQ
336370,KR7336370002,솔루스첨단소재,KOSPI,,40350,1,1650,4.26,38750,40450,38750,252706,10069231950,1416736718250,35111195,STK
007390,KR7007390008,네이처셀,KOSDAQ,중견기업부,22550,1,100,0.45,22450,22700,22150,222299,5004265900,1412467867800,62637156,KSQ
000210,KR7000210005,DL,KOSPI,,66600,1,500,0.76,66000,67500,66000,14021,937955800,1395661874400,20955884,STK
014820,KR7014820005,동원시스템즈,KOSPI,,47950,1,100,0.21,48500,48500,47800,2912,140113150,1390131971900,28991282,STK
056190,KR7056190002,에스에프에이,KOSDAQ,우량기업부,38000,1,450,1.2,37650,38200,37500,22353,848029100,1364532880000,35908760,KSQ
069960,KR7069960003,현대백화점,KOSPI,,58100,2,-700,-1.19,59400,59400,58000,18705,1092409600,1359681822100,23402441,STK
005850,KR7005850003,에스엘,KOSPI,,29100,2,-3750,-11.42,32200,32200,28950,480737,14363724250,1351651932000,46448520,STK
005300,KR7005300009,롯데칠성,KOSPI,,143500,2,-1000,-0.69,145000,146500,142000,6273,899782500,1331519854000,9278884,STK
004690,KR7004690004,삼천리,KOSPI,,325000,1,5500,1.72,321000,328500,320000,6589,2138393500,1317883125000,4055025,STK
271940,KR7271940009,일진하이솔루스,KOSPI,,35500,1,500,1.43,35350,35950,34950,28335,1004390700,1289118245000,36313190,STK
120110,KR7120110002,코오롱인더,KOSPI,,46650,2,-450,-0.96,47150,47350,46600,37888,1774873850,1283765595150,27519091,STK
403870,KR7403870009,HPSP,KOSDAQ,중견기업부,63900,1,1300,2.08,63800,64900,63300,73893,4731699300,1274779120500,19949595,KSQ
093370,KR7093370005,후성,KOSPI,,13700,2,-200,-1.44,13900,14000,13650,707588,9755233600,1268713420300,92606819,STK
042700,KR7042700005,한미반도체,KOSPI,,12750,1,200,1.59,12850,12850,12500,191587,2424870550,1261226863500,98919754,STK
