,0
Start,2023-07-21 10:15:00
End,2023-07-29 19:00:00
Duration,8 days 08:45:00
Exposure Time [%],95.5
Equity Final [$],9248.709999999992
Equity Peak [$],10256.864
Return [%],-7.512900000000082
Buy & Hold Return [%],2.450980392156863
Return (Ann.) [%],-95.44095965424106
Volatility (Ann.) [%],1.5136165480471198
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-11.08356316316572
Avg. Drawdown [%],-1.4091896232402776
Max. Drawdown Duration,6 days 17:45:00
Avg. Drawdown Duration,0 days 15:50:00
# Trades,43
ticker,RANK-4-KRW-STRAX
explain,# Explain RANK-4-KRW-STRAX 
