,0
Start,2022-06-25 09:00:00
End,2023-07-29 09:00:00
Duration,399 days 00:00:00
Exposure Time [%],92.5
Equity Final [$],4460.132
Equity Peak [$],11838.618
Return [%],-55.39868
Buy & Hold Return [%],-0.6109979633401221
Return (Ann.) [%],-52.133707839902456
Volatility (Ann.) [%],36.79828632878597
Sharpe Ratio,0.0
Sortino Ratio,0.0
Calmar Ratio,0.0
Max. Drawdown [%],-67.0486876086381
Avg. Drawdown [%],-18.92846648248108
Max. Drawdown Duration,310 days 00:00:00
Avg. Drawdown Duration,73 days 00:00:00
# Trades,15
ticker,RANK-4-KRW-GRS
explain,# Explain RANK-4-KRW-GRS 
